지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),일조(hr),적설(cm),전운량(10분위),지면상태(지면상태코드),지면온도(°C)
238,금산,2021-10-10 19:00,23.5,.4,.9,250,84,0,,6,,22.3
238,금산,2021-10-10 20:00,22.7,.1,1,320,89,,,6,,21.8
238,금산,2021-10-10 21:00,22.3,.1,1.2,320,93,,,7,,21.9
238,금산,2021-10-10 22:00,20.1,.1,1.5,340,93,,,8,,20.2
238,금산,2021-10-10 23:00,18.9,1.2,1.6,290,95,,,8,,19.6
238,금산,2021-10-11 00:00,16.8,.3,2.1,360,93,,,10,,17.7
238,금산,2021-10-11 01:00,16.4,.2,1.3,290,97,,,9,,17.5
238,금산,2021-10-11 02:00,15.2,.9,1.9,320,90,,,10,,16
238,금산,2021-10-11 03:00,13.7,.4,2.3,290,94,,,10,,15.3
238,금산,2021-10-11 04:00,13.1,.1,1.2,270,90,,,9,,15.4
238,금산,2021-10-11 05:00,12.6,.3,.8,270,92,,,10,,14.7
238,금산,2021-10-11 06:00,12.3,1.3,.7,320,92,,,10,,14.3
238,금산,2021-10-11 07:00,12.3,.7,.6,270,95,0,,10,,14.6
238,금산,2021-10-11 08:00,12.7,.7,.2,0,93,0,,10,,15.9
238,금산,2021-10-11 09:00,13,.1,1.4,160,91,0,,10,,15.9
238,금산,2021-10-11 10:00,13.2,.3,1.1,160,88,0,,10,,17.2
238,금산,2021-10-11 11:00,13.5,.3,.9,270,88,0,,10,,18.3
238,금산,2021-10-11 12:00,14.1,.2,.8,340,86,0,,10,,20.6
238,금산,2021-10-11 13:00,14.4,0,.5,320,85,0,,10,,18.3
238,금산,2021-10-11 14:00,14.9,0,.4,0,84,0,,10,,20.4
238,금산,2021-10-11 15:00,14.8,.2,.4,0,86,0,,10,,18.2
238,금산,2021-10-11 16:00,14.7,1,.5,140,93,0,,10,,17.6
238,금산,2021-10-11 17:00,14.7,.3,.7,160,91,0,,10,,17.3
238,금산,2021-10-11 18:00,14.7,.3,1.3,180,94,0,,10,,16.5
238,금산,2021-10-11 19:00,14.7,0,.5,230,96,0,,10,,16.6
238,금산,2021-10-11 20:00,15.2,,.5,160,95,,,10,,16.9
238,금산,2021-10-11 21:00,15.2,,.2,0,94,,,10,,16.8
238,금산,2021-10-11 22:00,15,,0,0,97,,,9,,16.9
238,금산,2021-10-11 23:00,15.1,.3,.3,0,99,,,4,,16.7
238,금산,2021-10-12 00:00,15.4,.5,.7,180,99,,,6,,16.8
238,금산,2021-10-12 01:00,15.6,.2,1,160,98,,,6,,16.7
238,금산,2021-10-12 02:00,15.8,0,1,140,95,,,5,,16.7
238,금산,2021-10-12 03:00,15.7,,.5,200,96,,,5,,16.6
238,금산,2021-10-12 04:00,15.6,.6,.4,0,98,,,0,,16.6
238,금산,2021-10-12 05:00,15.5,.4,1.3,180,97,,,8,,16.3
238,금산,2021-10-12 06:00,15.4,.2,.6,110,96,,,8,,16.5
238,금산,2021-10-12 07:00,15.1,.7,1,110,96,0,,9,,16.3
238,금산,2021-10-12 08:00,14.9,.8,.9,140,96,0,,9,,16.5
238,금산,2021-10-12 09:00,14.3,1.3,1.2,110,95,0,,10,,16.5
238,금산,2021-10-12 10:00,14.3,1.3,1.3,110,94,0,,10,,16.6
238,금산,2021-10-12 11:00,14.5,1,1.3,110,93,0,,10,,17.1
238,금산,2021-10-12 12:00,14.4,.8,1.5,110,94,0,,9,,17.8
238,금산,2021-10-12 13:00,14.5,.7,1.2,140,94,0,,9,,18
238,금산,2021-10-12 14:00,14.6,.9,1.1,110,94,0,,9,,18.1
238,금산,2021-10-12 15:00,14.6,1.1,.7,140,95,0,,9,,17.5
238,금산,2021-10-12 16:00,14.8,1,1,180,96,0,,9,,17.6
238,금산,2021-10-12 17:00,15,,1.5,160,92,0,,9,,17
238,금산,2021-10-12 18:00,14.9,0,1.2,160,94,0,,9,,16.3
238,금산,2021-10-12 19:00,15.3,0,.3,0,91,,,9,,16.4
238,금산,2021-10-12 20:00,15.5,0,.7,110,90,,,9,,16.5
238,금산,2021-10-12 21:00,15.4,,1.3,140,89,,,9,,16.1
238,금산,2021-10-12 22:00,15.5,,.9,140,87,,,0,,16.4
238,금산,2021-10-12 23:00,15.4,0,1.4,90,86,,,6,,15.8
238,금산,2021-10-13 00:00,14.9,,.2,0,92,,,0,,16.2
238,금산,2021-10-13 01:00,14.9,,.2,0,93,,,0,,16.4
238,금산,2021-10-13 02:00,15.1,,.8,180,88,,,3,,16.2
238,금산,2021-10-13 03:00,15,,.2,0,89,,,5,,16.3
238,금산,2021-10-13 04:00,15.1,,.1,0,90,,,1,,16.4
238,금산,2021-10-13 05:00,15.4,,.8,160,88,,,1,,16.4
238,금산,2021-10-13 06:00,15.5,,.9,200,87,,,5,,16.3
238,금산,2021-10-13 07:00,15.5,,.5,200,88,0,,4,,16.6
238,금산,2021-10-13 08:00,16.5,,1,160,82,0,,4,,18.1
238,금산,2021-10-13 09:00,17.5,,1.2,160,81,0,,4,,21.8
238,금산,2021-10-13 10:00,18.8,,2.3,90,71,0,,6,,24.3
238,금산,2021-10-13 11:00,20.8,,1.9,110,64,.8,,6,,34.6
238,금산,2021-10-13 12:00,22.2,,1.7,110,64,.6,,7,,34.1
238,금산,2021-10-13 13:00,22.9,,2.2,110,64,.6,,9,,31.4
238,금산,2021-10-13 14:00,22.5,,1.8,110,64,.2,,10,,34.2
238,금산,2021-10-13 15:00,22.3,,1.5,140,65,.2,,8,,29.3
238,금산,2021-10-13 16:00,22.7,,1.4,110,64,.6,,4,,26.8
238,금산,2021-10-13 17:00,21.2,,2,110,69,.1,,4,,21
238,금산,2021-10-13 18:00,20.5,,.7,110,75,.1,,2,,19.4
238,금산,2021-10-13 19:00,18.2,,.5,230,89,,,4,,17.2
238,금산,2021-10-13 20:00,16.8,,.3,0,93,,,0,,16.3
238,금산,2021-10-13 21:00,15.7,,.8,250,97,,,0,,15.6
238,금산,2021-10-13 22:00,15.1,,.6,270,98,,,0,,15
238,금산,2021-10-13 23:00,15.1,,.3,0,98,,,4,,15.4
238,금산,2021-10-14 00:00,14.9,,0,0,98,,,5,,15.6
238,금산,2021-10-14 01:00,14.3,,.3,0,99,,,4,,14.5
238,금산,2021-10-14 02:00,14.1,,.2,0,100,,,1,,15.4
238,금산,2021-10-14 03:00,14.4,,.1,0,100,,,4,,16
238,금산,2021-10-14 04:00,14.4,,.2,0,100,,,7,,16
238,금산,2021-10-14 05:00,14.4,,.2,0,100,,,9,,16.1
238,금산,2021-10-14 06:00,14.3,,.6,140,100,,,5,,16.1
238,금산,2021-10-14 07:00,14.1,,.5,140,100,0,,9,,16.1
238,금산,2021-10-14 08:00,14.5,,.1,0,100,0,,5,,17
238,금산,2021-10-14 09:00,15.2,,0,0,100,0,,4,,20.5
238,금산,2021-10-14 10:00,16.2,,.5,340,100,0,,4,,25.6
238,금산,2021-10-14 11:00,19.7,,.4,0,85,.7,,7,,30.2
238,금산,2021-10-14 12:00,22.6,,1,340,69,.8,,7,,30.9
238,금산,2021-10-14 13:00,25,,2,270,56,.9,,4,,38.9
238,금산,2021-10-14 14:00,24.5,,2.2,250,56,.7,,0,,31.9
238,금산,2021-10-14 15:00,24,,2.3,320,56,.9,,0,,29.7
238,금산,2021-10-14 16:00,24.3,,2.1,290,54,.9,,4,,29.8
238,금산,2021-10-14 17:00,23.1,,1.2,270,58,1,,0,,22.8
238,금산,2021-10-14 18:00,20.6,,.9,250,72,.3,,0,,19.2
238,금산,2021-10-14 19:00,19.1,,.4,0,78,,,3,,17.6
238,금산,2021-10-14 20:00,17.9,,.7,270,85,,,3,,16.8
238,금산,2021-10-14 21:00,16.8,,.2,0,91,,,2,,15.8
238,금산,2021-10-14 22:00,15.9,,.4,0,96,,,1,,15.4
238,금산,2021-10-14 23:00,15.1,,1,290,97,,,2,,15
238,금산,2021-10-15 00:00,14.6,,.2,0,98,,,5,,14.6
238,금산,2021-10-15 01:00,14.2,,.4,0,98,,,8,,14.4
238,금산,2021-10-15 02:00,14.6,,0,0,98,,,9,,15.5
238,금산,2021-10-15 03:00,13.9,,0,0,100,,,8,,14.7
238,금산,2021-10-15 04:00,14.3,,0,0,99,,,8,,15.4
238,금산,2021-10-15 05:00,14.5,,.1,0,100,,,8,,15.9
238,금산,2021-10-15 06:00,14.7,,.2,0,100,,,9,,16.2
238,금산,2021-10-15 07:00,15.2,,.1,0,100,0,,10,,16.7
238,금산,2021-10-15 08:00,15.5,,.6,290,98,0,,4,,17.9
238,금산,2021-10-15 09:00,16.2,0,.7,290,96,0,,8,,19.4
238,금산,2021-10-15 10:00,18.2,,.4,0,84,0,,9,,25.7
238,금산,2021-10-15 11:00,19.3,,.9,290,80,0,,10,,24.5
238,금산,2021-10-15 12:00,20.5,,.7,90,74,0,,9,,28.2
238,금산,2021-10-15 13:00,21.1,,.7,360,69,0,,10,,29
238,금산,2021-10-15 14:00,20.8,,1.4,320,72,0,,10,,24.5
238,금산,2021-10-15 15:00,20.6,,1.4,340,70,0,,9,,22.6
238,금산,2021-10-15 16:00,19.7,0,.6,290,81,0,,10,,20.8
238,금산,2021-10-15 17:00,18.6,.2,.8,290,89,0,,10,,19.4
238,금산,2021-10-15 18:00,17.4,.7,.7,270,95,0,,10,,18.4
238,금산,2021-10-15 19:00,17.3,1.2,.7,290,97,,,10,,18.1
238,금산,2021-10-15 20:00,17,1.1,.3,0,98,,,10,,18
238,금산,2021-10-15 21:00,17,1.5,.4,0,98,,,10,,17.6
238,금산,2021-10-15 22:00,17,.3,.4,0,98,,,10,,17.8
238,금산,2021-10-15 23:00,16.8,.9,.4,0,98,,,10,,17.6
238,금산,2021-10-16 00:00,16.6,1.3,.5,270,99,,,10,,17.4
238,금산,2021-10-16 01:00,16.4,4,.5,270,99,,,10,,17.1
238,금산,2021-10-16 02:00,16.3,2.3,.3,0,99,,,10,,17.2
238,금산,2021-10-16 03:00,16.4,3.3,.4,0,98,,,10,,17.1
238,금산,2021-10-16 04:00,14.8,.7,1.4,270,89,,,10,,15.7
238,금산,2021-10-16 05:00,14.3,0,1,270,88,,,9,,15.6
238,금산,2021-10-16 06:00,14,0,.7,290,84,,,10,,15.2
238,금산,2021-10-16 07:00,13.1,.1,.9,250,92,0,,10,,14.6
238,금산,2021-10-16 08:00,13.3,.1,.5,290,91,0,,10,,16.1
238,금산,2021-10-16 09:00,14.6,,.1,0,86,0,,10,,19.1
238,금산,2021-10-16 10:00,15.3,,1.8,320,67,0,,10,,18.6
238,금산,2021-10-16 11:00,15.5,,1.8,320,61,0,,9,,19.6
238,금산,2021-10-16 12:00,15.6,,1.6,290,55,0,,10,,18.7
238,금산,2021-10-16 13:00,15.4,,1.7,290,54,0,,10,,18.2
238,금산,2021-10-16 14:00,14.3,,2.8,290,48,0,,10,,17.8
238,금산,2021-10-16 15:00,13.4,,2.7,290,39,0,,10,,16
238,금산,2021-10-16 16:00,12.9,,3.7,290,43,.1,,10,,16.3
238,금산,2021-10-16 17:00,10.6,,3.5,290,45,0,,10,,11.3
238,금산,2021-10-16 18:00,9.3,,2.6,290,52,0,,10,,10.2
238,금산,2021-10-16 19:00,8.6,,2.1,290,52,,,9,,9.4
238,금산,2021-10-16 20:00,8.2,,2.6,290,54,,,10,,8.9
238,금산,2021-10-16 21:00,7.9,,2.4,290,58,,,9,,8.4
238,금산,2021-10-16 22:00,7,,2.3,290,63,,,8,,7.1
238,금산,2021-10-16 23:00,6,,1.5,320,63,,,8,,6.6
238,금산,2021-10-17 00:00,5,,2,290,52,,,8,,5.4
238,금산,2021-10-17 01:00,4.4,,1.9,320,49,,,9,,4.5
238,금산,2021-10-17 02:00,3.4,,1.2,290,55,,,4,,4.2
238,금산,2021-10-17 03:00,2.6,,.8,290,59,,,0,,4
238,금산,2021-10-17 04:00,1,,.7,250,76,,,0,,3.7
238,금산,2021-10-17 05:00,1,,1.1,290,71,,,0,,3
238,금산,2021-10-17 06:00,.1,,.4,0,81,,,0,,2.9
238,금산,2021-10-17 07:00,.2,,.2,0,76,.2,,0,,3.1
238,금산,2021-10-17 08:00,2.5,,.7,320,60,1,,0,,4.6
238,금산,2021-10-17 09:00,4,,1.5,360,48,1,,0,,7.4
238,금산,2021-10-17 10:00,6.1,,1.7,290,45,1,,0,,19.5
238,금산,2021-10-17 11:00,6.4,,1.3,320,41,1,,0,,24.1
238,금산,2021-10-17 12:00,8.2,,1.7,340,35,1,,0,,27.3
238,금산,2021-10-17 13:00,9.7,,2.1,320,30,1,,0,,26.3
238,금산,2021-10-17 14:00,10.8,,2.4,290,28,1,,0,,26.4
238,금산,2021-10-17 15:00,11.6,,1.8,340,24,1,,0,,24.7
238,금산,2021-10-17 16:00,11.6,,2.3,320,23,1,,0,,19.2
238,금산,2021-10-17 17:00,10.7,,1.1,290,34,1,,0,,12.2
238,금산,2021-10-17 18:00,7.7,,.8,250,56,.3,,0,,8.6
238,금산,2021-10-17 19:00,5.7,,.8,290,64,,,0,,7.2
238,금산,2021-10-17 20:00,4.1,,1,270,76,,,0,,6.2
238,금산,2021-10-17 21:00,3.3,,.8,290,78,,,0,,5.4
238,금산,2021-10-17 22:00,2.7,,.6,230,85,,,0,,4.8
238,금산,2021-10-17 23:00,1.5,,.6,270,91,,,0,,4.1
238,금산,2021-10-18 00:00,1.3,,.2,0,91,,,0,,3.5
238,금산,2021-10-18 01:00,.5,,.5,250,96,,,0,,3.3
238,금산,2021-10-18 02:00,.3,,.6,270,95,,,0,,3.2
238,금산,2021-10-18 03:00,0,,.3,0,96,,,0,,2.8
238,금산,2021-10-18 04:00,-.3,,.4,0,97,,,0,,2.6
238,금산,2021-10-18 05:00,-.5,,.4,0,95,,,0,,2.3
238,금산,2021-10-18 06:00,-1.3,,.5,290,100,,,0,,2
238,금산,2021-10-18 07:00,-.8,,.4,0,100,0,,0,,2.5
238,금산,2021-10-18 08:00,1.1,,.4,0,92,.8,,1,,4.4
238,금산,2021-10-18 09:00,3.7,,.9,110,84,1,,2,,8.1
238,금산,2021-10-18 10:00,7,,.8,140,66,1,,0,,23.3
238,금산,2021-10-18 11:00,12.1,,.9,180,42,1,,0,,29.2
238,금산,2021-10-18 12:00,13.4,,1,160,40,1,,0,,31.8
238,금산,2021-10-18 13:00,15.3,,1,50,38,1,,0,,32.7
238,금산,2021-10-18 14:00,16.3,,1.2,110,37,1,,0,,33.1
238,금산,2021-10-18 15:00,16.8,,1,20,36,1,,0,,29.3
238,금산,2021-10-18 16:00,16.3,,2,320,39,1,,0,,23
238,금산,2021-10-18 17:00,14.8,,1.6,360,44,1,,0,,14.5
238,금산,2021-10-18 18:00,11.2,,1.1,270,66,.2,,1,,11.2
238,금산,2021-10-18 19:00,10.3,,.8,230,71,,,7,,11
238,금산,2021-10-18 20:00,9.9,,0,0,75,,,9,,10.4
238,금산,2021-10-18 21:00,9.1,,.7,290,83,,,9,,9.9
238,금산,2021-10-18 22:00,8,,1,290,88,,,7,,9.2
238,금산,2021-10-18 23:00,7.5,,.3,0,91,,,8,,8.9
238,금산,2021-10-19 00:00,7.9,,.6,110,89,,,10,,9.1
238,금산,2021-10-19 01:00,7.2,,.8,320,91,,,9,,8.4
238,금산,2021-10-19 02:00,6.9,,.7,290,93,,,9,,8.1
238,금산,2021-10-19 03:00,6.8,,.1,0,94,,,10,,9
238,금산,2021-10-19 04:00,6.9,,.1,0,95,,,8,,9.1
238,금산,2021-10-19 05:00,7.4,,1.6,340,93,,,9,,9.2
238,금산,2021-10-19 06:00,8,.3,.7,270,95,,,2,,9.5
238,금산,2021-10-19 07:00,8.3,1,.8,140,96,0,,7,,10.1
238,금산,2021-10-19 08:00,8.6,.2,1.2,110,95,0,,5,,11
238,금산,2021-10-19 09:00,10.1,0,1,110,92,0,,9,,15.8
238,금산,2021-10-19 10:00,11.8,,1,50,86,.3,,6,,25.1
238,금산,2021-10-19 11:00,13.8,,1.3,360,71,1,,2,,28.9
238,금산,2021-10-19 12:00,16,,1.6,360,55,.9,,1,,27.5
238,금산,2021-10-19 13:00,11.1,.5,2.9,290,86,.2,,10,,14.9
238,금산,2021-10-19 14:00,14.2,.1,1.5,320,62,.5,,6,,26.8
238,금산,2021-10-19 15:00,14.6,,2.4,270,61,.8,,5,,25
238,금산,2021-10-19 16:00,14.5,,3.1,290,59,.9,,7,,19.7
238,금산,2021-10-19 17:00,13.5,,1.9,290,61,.8,,2,,14.5
238,금산,2021-10-19 18:00,12,,2.1,290,64,.1,,2,,11
238,금산,2021-10-19 19:00,10.3,,.4,0,72,,,1,,9.7
238,금산,2021-10-19 20:00,8.9,,1,320,80,,,0,,8.6
238,금산,2021-10-19 21:00,7.5,,.6,250,87,,,0,,7.6
238,금산,2021-10-19 22:00,6.1,,.1,0,92,,,0,,6.8
238,금산,2021-10-19 23:00,5.5,,.1,0,94,,,0,,6.2
238,금산,2021-10-20 00:00,4.7,,.2,0,96,,,0,,5.7
238,금산,2021-10-20 01:00,4.3,,.6,270,97,,,5,,5.4
238,금산,2021-10-20 02:00,3.4,,.2,0,98,,,0,,4.9
238,금산,2021-10-20 03:00,3.2,,.2,0,99,,,0,,4.7
238,금산,2021-10-20 04:00,3,,.5,320,100,,,2,,6.3
238,금산,2021-10-20 05:00,3.1,,.3,0,100,,,2,,6.9
238,금산,2021-10-20 06:00,2.2,,.8,140,100,,,1,,6.8
238,금산,2021-10-20 07:00,2.1,,.6,200,100,0,,3,,6.7
238,금산,2021-10-20 08:00,2.4,,.9,180,100,0,,10,,7.9
238,금산,2021-10-20 09:00,3.3,,.9,110,100,0,,5,,11
238,금산,2021-10-20 10:00,5.2,,.6,140,100,.5,,7,,20.7
238,금산,2021-10-20 11:00,10.2,,.5,110,68,1,,0,,27
238,금산,2021-10-20 12:00,12.5,,1.1,180,55,1,,0,,32.1
238,금산,2021-10-20 13:00,14.4,,.6,230,38,1,,0,,32.8
238,금산,2021-10-20 14:00,14.8,,.9,110,27,1,,0,,31.4
238,금산,2021-10-20 15:00,15.4,,1.4,340,28,1,,0,,27.1
238,금산,2021-10-20 16:00,15.2,,1.6,290,37,1,,0,,22.4
238,금산,2021-10-20 17:00,13.6,,1,340,41,1,,0,,13.5
238,금산,2021-10-20 18:00,9.8,,.9,270,71,.2,,1,,10.3
238,금산,2021-10-20 19:00,8.5,,.1,0,78,,,0,,8.6
238,금산,2021-10-20 20:00,7.3,,0,0,84,,,7,,8.3
238,금산,2021-10-20 21:00,6.6,,.2,0,88,,,8,,7.9
238,금산,2021-10-20 22:00,5.9,,.7,270,92,,,6,,6.9
238,금산,2021-10-20 23:00,5.3,,.2,0,95,,,1,,6.2
238,금산,2021-10-21 00:00,4.1,,.2,0,96,,,0,,5.7
238,금산,2021-10-21 01:00,3.9,,0,0,97,,,0,,5.1
238,금산,2021-10-21 02:00,3.1,,.4,0,98,,,0,,4.8
238,금산,2021-10-21 03:00,2.6,,.3,0,100,,,0,,4.8
238,금산,2021-10-21 04:00,2.7,,.3,0,100,,,6,,5.9
238,금산,2021-10-21 05:00,3.4,,.2,0,100,,,10,,6.9
238,금산,2021-10-21 06:00,3.7,,.6,200,100,,,10,,7
238,금산,2021-10-21 07:00,3.7,,.7,140,100,0,,7,,7.4
238,금산,2021-10-21 08:00,4,,.8,140,100,0,,4,,8.8
238,금산,2021-10-21 09:00,4.4,,.7,110,100,0,,5,,11.3
238,금산,2021-10-21 10:00,5.4,,.4,0,100,0,,5,,14.4
238,금산,2021-10-21 11:00,9.3,,.6,110,85,.7,,6,,24.3
238,금산,2021-10-21 12:00,12.9,,1.2,360,57,1,,5,,31.1
238,금산,2021-10-21 13:00,14.9,,1.7,360,52,1,,5,,29.8
238,금산,2021-10-21 14:00,15.5,,1.3,320,47,.9,,5,,26.2
238,금산,2021-10-21 15:00,16.1,,1.6,290,47,.8,,8,,26.5
238,금산,2021-10-21 16:00,14.6,,2.3,290,42,1,,5,,18.5
238,금산,2021-10-21 17:00,13.7,,2,290,45,.9,,5,,13.9
238,금산,2021-10-21 18:00,10.9,,.5,270,66,.2,,7,,11
238,금산,2021-10-21 19:00,9.6,,1,290,70,,,6,,9.3
238,금산,2021-10-21 20:00,8,,.3,0,82,,,3,,7.9
238,금산,2021-10-21 21:00,6.5,,.5,270,89,,,7,,7.2
238,금산,2021-10-21 22:00,5.7,,.5,290,93,,,0,,6.3
238,금산,2021-10-21 23:00,4.8,,.7,290,94,,,0,,5.9
238,금산,2021-10-22 00:00,4.5,,.1,0,96,,,0,,5.4
238,금산,2021-10-22 01:00,3.7,,.3,0,97,,,0,,5
238,금산,2021-10-22 02:00,3,,.1,0,98,,,0,,4.5
238,금산,2021-10-22 03:00,2.7,,.2,0,100,,,0,,4.5
238,금산,2021-10-22 04:00,2.4,,.3,0,100,,,6,,4.8
238,금산,2021-10-22 05:00,2.5,,.2,0,100,,,8,,6
238,금산,2021-10-22 06:00,3,,.2,0,100,,,7,,6.3
238,금산,2021-10-22 07:00,3.2,,.5,290,100,0,,9,,6.7
238,금산,2021-10-22 08:00,3.5,,.4,0,100,0,,10,,8.2
238,금산,2021-10-22 09:00,4.1,,.7,160,100,0,,9,,11.6
238,금산,2021-10-22 10:00,6.1,,.4,0,100,.4,,6,,22.5
238,금산,2021-10-22 11:00,10.7,,.7,20,69,1,,0,,28.9
238,금산,2021-10-22 12:00,14.8,,2.9,360,43,1,,0,,28.6
238,금산,2021-10-22 13:00,15.1,,2.5,340,40,1,,1,,29.3
238,금산,2021-10-22 14:00,14.2,,3.1,340,40,.7,,0,,17.7
238,금산,2021-10-22 15:00,15.1,,2.5,320,38,.7,,0,,22.1
238,금산,2021-10-22 16:00,15.1,,2.6,340,38,.8,,6,,19.1
238,금산,2021-10-22 17:00,14.2,,1.1,320,44,1,,5,,13.6
238,금산,2021-10-22 18:00,10.7,,.5,270,65,.3,,0,,9.7
238,금산,2021-10-22 19:00,8.4,,.5,290,77,,,0,,8.1
238,금산,2021-10-22 20:00,7.6,,.5,270,82,,,0,,7.3
238,금산,2021-10-22 21:00,6.7,,.3,0,87,,,0,,6.5
238,금산,2021-10-22 22:00,5.7,,.1,0,91,,,0,,5.9
238,금산,2021-10-22 23:00,5,,.1,0,94,,,0,,5.5
238,금산,2021-10-23 00:00,4.5,,.2,0,96,,,0,,4.8
238,금산,2021-10-23 01:00,3.7,,.6,270,97,,,0,,4.6
238,금산,2021-10-23 02:00,3.3,,.5,230,97,,,0,,4.1
238,금산,2021-10-23 03:00,2.6,,.4,0,97,,,1,,3.8
238,금산,2021-10-23 04:00,1.6,,.3,0,100,,,5,,3.8
238,금산,2021-10-23 05:00,2.2,,.2,0,100,,,10,,5.3
238,금산,2021-10-23 06:00,2.8,,.3,0,100,,,10,,5.8
238,금산,2021-10-23 07:00,3.5,,.3,0,100,0,,10,,6.5
238,금산,2021-10-23 08:00,4.1,,.2,0,100,0,,10,,8.5
238,금산,2021-10-23 09:00,4.6,,.3,0,100,0,,9,,11.1
238,금산,2021-10-23 10:00,6.2,,.9,200,100,.3,,0,,23
238,금산,2021-10-23 11:00,12.4,,.6,90,69,1,,0,,31.2
238,금산,2021-10-23 12:00,16.1,,.6,290,29,1,,0,,33.6
238,금산,2021-10-23 13:00,17,,1.2,230,29,1,,0,,34.1
238,금산,2021-10-23 14:00,17.7,,1.3,340,29,1,,0,,31.6
238,금산,2021-10-23 15:00,18.2,,1.1,270,29,1,,4,,30
238,금산,2021-10-23 16:00,18.3,,1,360,30,1,,0,,25.1
238,금산,2021-10-23 17:00,16.1,,1.4,290,34,1,,0,,14.2
238,금산,2021-10-23 18:00,11.5,,1.1,290,59,.3,,0,,10.3
238,금산,2021-10-23 19:00,9.8,,.3,0,67,,,0,,8.4
238,금산,2021-10-23 20:00,8.2,,.6,250,75,,,0,,7.5
238,금산,2021-10-23 21:00,6.7,,.7,250,85,,,0,,6.6
238,금산,2021-10-23 22:00,5.8,,.5,270,88,,,0,,5.9
238,금산,2021-10-23 23:00,5.1,,.2,0,91,,,0,,5.2
238,금산,2021-10-24 00:00,4.4,,.4,0,95,,,0,,4.8
238,금산,2021-10-24 01:00,3.9,,.3,0,96,,,6,,4.7
238,금산,2021-10-24 02:00,3.5,,.6,290,97,,,6,,4.8
238,금산,2021-10-24 03:00,3.4,,.5,270,97,,,10,,4.7
238,금산,2021-10-24 04:00,3.3,,.1,0,97,,,6,,4.8
238,금산,2021-10-24 05:00,2.8,,.5,320,97,,,7,,4.1
238,금산,2021-10-24 06:00,2.7,,.4,0,100,,,4,,5.2
238,금산,2021-10-24 07:00,2.8,,1,290,100,0,,7,,5.7
238,금산,2021-10-24 08:00,3.7,,.7,270,100,0,,0,,7.9
238,금산,2021-10-24 09:00,5,,.2,0,100,0,,0,,11.9
238,금산,2021-10-24 10:00,6.9,,.8,200,100,.5,,6,,22.2
238,금산,2021-10-24 11:00,12.2,,.5,160,61,1,,2,,29.5
238,금산,2021-10-24 12:00,15.3,,.8,320,46,1,,0,,32.3
238,금산,2021-10-24 13:00,17.3,,1.6,20,41,1,,0,,34.4
238,금산,2021-10-24 14:00,17.9,,1.1,340,38,1,,4,,31.3
238,금산,2021-10-24 15:00,18,,1.8,360,37,1,,5,,26.1
238,금산,2021-10-24 16:00,17.3,,1.4,320,39,1,,6,,20.7
238,금산,2021-10-24 17:00,15.8,,.6,290,41,.9,,4,,14.5
238,금산,2021-10-24 18:00,11.6,,.9,290,64,.2,,5,,10.4
238,금산,2021-10-24 19:00,9.4,,.8,270,74,,,3,,8.9
238,금산,2021-10-24 20:00,7.9,,.6,290,81,,,6,,7.8
238,금산,2021-10-24 21:00,6.8,,.2,0,87,,,6,,6.8
238,금산,2021-10-24 22:00,6.1,,.3,0,91,,,7,,6.2
238,금산,2021-10-24 23:00,5.6,,.5,290,93,,,6,,6
238,금산,2021-10-25 00:00,5.1,,.7,290,95,,,7,,5.5
238,금산,2021-10-25 01:00,4.5,,.3,0,96,,,0,,4.8
238,금산,2021-10-25 02:00,4.1,,.2,0,97,,,5,,4.6
238,금산,2021-10-25 03:00,3.2,,.2,0,97,,,1,,4
238,금산,2021-10-25 04:00,2.9,,.6,290,100,,,1,,3.8
238,금산,2021-10-25 05:00,2.1,,.3,0,100,,,0,,3.3
238,금산,2021-10-25 06:00,1.8,,.4,0,100,,,2,,3.9
238,금산,2021-10-25 07:00,2.1,,.1,0,100,0,,9,,5
238,금산,2021-10-25 08:00,3,,.7,180,100,0,,5,,7.5
238,금산,2021-10-25 09:00,4.1,,.2,0,100,0,,3,,10.7
238,금산,2021-10-25 10:00,6.7,,.9,270,100,.6,,1,,21.3
238,금산,2021-10-25 11:00,12.8,,.9,20,71,1,,0,,28.8
238,금산,2021-10-25 12:00,15.7,,2.8,290,51,1,,0,,29.8
238,금산,2021-10-25 13:00,17.2,,1.4,320,45,1,,0,,33.3
238,금산,2021-10-25 14:00,17.5,,2,20,41,1,,0,,31.7
238,금산,2021-10-25 15:00,17.7,,1.2,20,35,1,,0,,29.4
238,금산,2021-10-25 16:00,17,,1.8,360,32,1,,0,,23.3
238,금산,2021-10-25 17:00,15.3,,.9,340,38,1,,0,,13.4
238,금산,2021-10-25 18:00,10.9,,1.2,270,67,.3,,0,,9.7
238,금산,2021-10-25 19:00,8.9,,.3,0,74,,,0,,7.6
238,금산,2021-10-25 20:00,7.2,,.5,270,83,,,0,,6.6
238,금산,2021-10-25 21:00,6.2,,0,0,88,,,0,,5.7
238,금산,2021-10-25 22:00,5,,.5,290,92,,,0,,5.3
238,금산,2021-10-25 23:00,4.5,,.5,270,94,,,0,,4.8
238,금산,2021-10-26 00:00,4,,.6,270,96,,,0,,4.4
238,금산,2021-10-26 01:00,3.4,,.6,290,96,,,0,,3.8
238,금산,2021-10-26 02:00,2.7,,.2,0,97,,,8,,3.3
