지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),일조(hr),적설(cm),전운량(10분위),지면상태(지면상태코드),지면온도(°C)
238,금산,2021-06-24 23:00,20,,.9,340,88,,,6,,20
238,금산,2021-06-25 00:00,19.5,,.4,0,91,,,4,,19.9
238,금산,2021-06-25 01:00,19.6,,.6,70,92,,,5,,19.8
238,금산,2021-06-25 02:00,19.1,,0,0,94,,,6,,19.9
238,금산,2021-06-25 03:00,18.6,,.7,290,96,,,4,,19.6
238,금산,2021-06-25 04:00,18,,.7,290,98,,,6,,18.8
238,금산,2021-06-25 05:00,17.5,,.2,0,98,,,6,,18.3
238,금산,2021-06-25 06:00,17.2,,.3,0,100,0,,6,,19.1
238,금산,2021-06-25 07:00,18.8,,.5,90,94,.4,,5,,20.3
238,금산,2021-06-25 08:00,20.9,,.3,0,88,.5,,7,,23.1
238,금산,2021-06-25 09:00,22.9,,.9,160,75,.9,,4,,26.7
238,금산,2021-06-25 10:00,25.2,,1.2,90,65,1,,0,,31.8
238,금산,2021-06-25 11:00,26.7,,1.1,110,56,1,,5,,35.1
238,금산,2021-06-25 12:00,28.1,,1.1,290,54,1,,5,,37.2
238,금산,2021-06-25 13:00,27.7,,1.6,340,52,.8,,6,,34.8
238,금산,2021-06-25 14:00,28.4,,1.9,360,55,.8,,6,,37.1
238,금산,2021-06-25 15:00,28.8,,1.6,270,52,.8,,7,,40.1
238,금산,2021-06-25 16:00,28.6,,1.9,320,56,.9,,7,,38.8
238,금산,2021-06-25 17:00,28.4,,1.3,320,54,1,,8,,38.1
238,금산,2021-06-25 18:00,22.6,.6,2.3,140,83,.4,,10,,28
238,금산,2021-06-25 19:00,21.1,9.9,1,250,94,0,,10,,24.3
238,금산,2021-06-25 20:00,20.8,2,.7,270,95,0,,10,,23.6
238,금산,2021-06-25 21:00,21,,.2,0,96,,,10,,23.2
238,금산,2021-06-25 22:00,20.8,,.4,0,98,,,10,,22.7
238,금산,2021-06-25 23:00,20.8,,.3,0,93,,,10,,22.4
238,금산,2021-06-26 00:00,19.7,.4,.4,0,95,,,10,,21.8
238,금산,2021-06-26 01:00,19.5,.2,.1,0,96,,,10,,21.5
238,금산,2021-06-26 02:00,19.4,.5,.3,0,97,,,10,,21.3
238,금산,2021-06-26 03:00,19.5,.2,.2,0,98,,,10,,21.3
238,금산,2021-06-26 04:00,19.5,.2,.5,160,98,,,10,,21
238,금산,2021-06-26 05:00,19.5,.1,.1,0,98,,,10,,21.1
238,금산,2021-06-26 06:00,19.5,.6,.8,160,99,0,,10,,21.1
238,금산,2021-06-26 07:00,19.6,.6,.7,160,98,0,,10,,21.2
238,금산,2021-06-26 08:00,19.7,.6,.7,140,98,0,,10,,21.7
238,금산,2021-06-26 09:00,20.6,.1,.5,160,92,0,,10,,24.1
238,금산,2021-06-26 10:00,22.2,0,1,110,80,0,,9,,28.6
238,금산,2021-06-26 11:00,22.6,,1.4,160,78,0,,9,,30.1
238,금산,2021-06-26 12:00,24.4,,.9,250,67,.6,,8,,33.5
238,금산,2021-06-26 13:00,25.2,,1.6,20,64,.3,,9,,33
238,금산,2021-06-26 14:00,25.9,,.7,200,63,.6,,8,,35.3
238,금산,2021-06-26 15:00,26.3,,1.4,250,58,.9,,8,,35.1
238,금산,2021-06-26 16:00,26.1,,2,290,62,.2,,8,,30.8
238,금산,2021-06-26 17:00,26,,1,20,63,.4,,9,,29.7
238,금산,2021-06-26 18:00,24.5,,1.7,110,70,.1,,9,,26.8
238,금산,2021-06-26 19:00,23.9,0,.6,110,72,0,,8,,25.7
238,금산,2021-06-26 20:00,22.8,,.6,270,82,0,,7,,24
238,금산,2021-06-26 21:00,21.6,,.6,270,89,,,7,,22.9
238,금산,2021-06-26 22:00,21,,.8,230,91,,,7,,21.9
238,금산,2021-06-26 23:00,20.2,,.1,0,95,,,7,,21.2
238,금산,2021-06-27 00:00,19.6,,.2,0,97,,,4,,20.5
238,금산,2021-06-27 01:00,19.3,,.1,0,97,,,6,,20.2
238,금산,2021-06-27 02:00,18.8,,.4,0,98,,,6,,19.9
238,금산,2021-06-27 03:00,18.9,,.2,0,100,,,2,,20.6
238,금산,2021-06-27 04:00,18.4,,.4,0,100,,,5,,20.7
238,금산,2021-06-27 05:00,18.1,,.9,110,100,,,4,,20.2
238,금산,2021-06-27 06:00,18.2,,.5,140,100,0,,5,,20.6
238,금산,2021-06-27 07:00,18.6,,.5,140,99,0,,5,,21.4
238,금산,2021-06-27 08:00,20.6,,1,90,86,.7,,0,,22.4
238,금산,2021-06-27 09:00,22.8,,1.4,110,74,1,,0,,26.7
238,금산,2021-06-27 10:00,25.1,,.9,110,64,1,,0,,32
238,금산,2021-06-27 11:00,27,,1.5,50,53,1,,0,,35.4
238,금산,2021-06-27 12:00,27.3,,1.9,110,55,.9,,6,,34.5
238,금산,2021-06-27 13:00,28.8,,1.1,340,54,.6,,7,,36.9
238,금산,2021-06-27 14:00,28.4,,2.1,90,54,.4,,7,,34.9
238,금산,2021-06-27 15:00,28.5,,.7,70,52,.4,,8,,31.9
238,금산,2021-06-27 16:00,27.7,,2.3,160,55,.1,,8,,30.5
238,금산,2021-06-27 17:00,28.4,,1,110,55,.2,,7,,30.5
238,금산,2021-06-27 18:00,27.9,,1.5,90,53,0,,8,,27.4
238,금산,2021-06-27 19:00,26.6,,.4,0,68,0,,8,,26.3
238,금산,2021-06-27 20:00,24.7,,.2,0,78,0,,6,,24.2
238,금산,2021-06-27 21:00,23.5,,.4,0,82,,,6,,23.3
238,금산,2021-06-27 22:00,23.1,,.6,290,83,,,7,,22.9
238,금산,2021-06-27 23:00,22.4,,.6,270,83,,,8,,22.2
238,금산,2021-06-28 00:00,22.3,,.1,0,80,,,8,,21.7
238,금산,2021-06-28 01:00,21.3,,.5,270,85,,,10,,21.7
238,금산,2021-06-28 02:00,21.2,,.1,0,86,,,10,,21.3
238,금산,2021-06-28 03:00,21.6,,.8,160,81,,,10,,21.1
238,금산,2021-06-28 04:00,21.5,,.9,140,81,,,10,,20.9
238,금산,2021-06-28 05:00,20.9,,.7,160,83,,,9,,20.6
238,금산,2021-06-28 06:00,20.9,,1,140,80,0,,8,,20.9
238,금산,2021-06-28 07:00,21.2,,1.2,110,80,.1,,8,,22
238,금산,2021-06-28 08:00,22.3,,1,140,75,0,,7,,24.5
238,금산,2021-06-28 09:00,23.9,,1.1,50,71,.8,,5,,27.3
238,금산,2021-06-28 10:00,25.7,,1.3,140,68,1,,3,,31.9
238,금산,2021-06-28 11:00,26.3,,1.3,160,63,.9,,7,,34
238,금산,2021-06-28 12:00,27.3,,1.5,90,58,.7,,6,,37.1
238,금산,2021-06-28 13:00,28.5,,2,90,54,.9,,6,,39.1
238,금산,2021-06-28 14:00,28.9,,2,70,50,.8,,6,,40.9
238,금산,2021-06-28 15:00,28.7,,2,90,54,.6,,7,,37.8
238,금산,2021-06-28 16:00,28.6,,1.4,70,52,.4,,8,,33.3
238,금산,2021-06-28 17:00,26.7,,2.3,180,66,0,,9,,29.9
238,금산,2021-06-28 18:00,26.9,,1.2,250,67,.1,,10,,30.2
238,금산,2021-06-28 19:00,25.6,0,1.9,140,69,.3,,7,,27.1
238,금산,2021-06-28 20:00,21,3.3,1.7,250,93,0,,8,,24.2
238,금산,2021-06-28 21:00,20.7,9.9,.9,320,98,,,9,,22.7
238,금산,2021-06-28 22:00,20.6,0,.5,200,97,,,9,,22.5
238,금산,2021-06-28 23:00,20.4,,.1,0,99,,,4,,21.8
238,금산,2021-06-29 00:00,20.2,,0,0,99,,,,,21.4
238,금산,2021-06-29 01:00,19.7,,.5,290,99,,,4,,21.1
238,금산,2021-06-29 02:00,19.4,,.4,0,100,,,0,,21
238,금산,2021-06-29 03:00,19.1,,.2,0,100,,,3,,20.7
238,금산,2021-06-29 04:00,18.7,,.5,270,100,,,5,,20.2
238,금산,2021-06-29 05:00,18.5,,0,0,100,,,4,,20.1
238,금산,2021-06-29 06:00,18.8,,.1,0,100,0,,4,,20.9
238,금산,2021-06-29 07:00,19.9,,.2,0,100,0,,2,,22.2
238,금산,2021-06-29 08:00,21.4,,1,140,89,.2,,1,,24.3
238,금산,2021-06-29 09:00,22.9,,.5,230,82,.7,,0,,27.5
238,금산,2021-06-29 10:00,24.9,,.9,110,76,.6,,4,,31.7
238,금산,2021-06-29 11:00,26.7,,1.7,50,66,.7,,7,,35.4
238,금산,2021-06-29 12:00,25.9,,1.6,250,72,.2,,8,,31.4
238,금산,2021-06-29 13:00,25.9,0,.9,320,70,.4,,9,,29.2
238,금산,2021-06-29 14:00,25.3,.3,2.4,20,79,.2,,9,,29.7
238,금산,2021-06-29 15:00,24.2,.3,1,270,86,0,,8,,27.9
238,금산,2021-06-29 16:00,26.6,,.6,200,65,.4,,7,,32.4
238,금산,2021-06-29 17:00,24.7,,1.9,250,74,.4,,9,,27.9
238,금산,2021-06-29 18:00,24.4,,1.3,320,74,0,,10,,26.6
238,금산,2021-06-29 19:00,23.9,,1.1,290,78,.2,,8,,25.2
238,금산,2021-06-29 20:00,22.7,,1.2,270,86,0,,6,,23.5
238,금산,2021-06-29 21:00,22,,1.2,320,91,,,8,,22.5
238,금산,2021-06-29 22:00,21.7,,.5,200,90,,,8,,21.9
238,금산,2021-06-29 23:00,20.6,,.6,270,96,,,6,,21.4
238,금산,2021-06-30 00:00,20.4,,.4,0,95,,,,,20.9
238,금산,2021-06-30 01:00,20.1,,0,0,97,,,9,,21.3
238,금산,2021-06-30 02:00,20.1,,.4,0,97,,,10,,21.3
238,금산,2021-06-30 03:00,20.3,,.4,0,97,,,10,,21.3
238,금산,2021-06-30 04:00,20.2,,1,290,97,,,10,,21.1
238,금산,2021-06-30 05:00,20.1,,.5,340,98,,,10,,21
238,금산,2021-06-30 06:00,20.1,,.2,0,98,0,,10,,21.1
238,금산,2021-06-30 07:00,20.7,,1.2,140,94,0,,10,,22.3
238,금산,2021-06-30 08:00,21.2,,.9,140,91,0,,10,,22.9
238,금산,2021-06-30 09:00,22.4,,.6,160,88,0,,9,,25.7
238,금산,2021-06-30 10:00,24,,.8,70,78,0,,10,,28.1
238,금산,2021-06-30 11:00,25.2,,1.1,20,73,0,,9,,29.6
238,금산,2021-06-30 12:00,25.4,,1,250,69,0,,,,29.8
238,금산,2021-06-30 13:00,26.3,,1.1,230,67,.1,,9,,33.5
238,금산,2021-06-30 14:00,27.4,,1.5,340,60,.8,,7,,34.2
238,금산,2021-06-30 15:00,28.2,,.9,180,57,.6,,6,,35.2
238,금산,2021-06-30 16:00,28.3,,1.4,200,54,.8,,5,,33.8
238,금산,2021-06-30 17:00,28,,1.1,70,59,.1,,7,,29.3
238,금산,2021-06-30 18:00,28.1,,.9,90,58,.1,,7,,28.6
238,금산,2021-06-30 19:00,25.8,0,1.9,70,68,.2,,7,,26.2
238,금산,2021-06-30 20:00,23.1,0,.2,0,88,0,,8,,24.5
238,금산,2021-06-30 21:00,22.6,,.3,0,92,,,5,,23.3
238,금산,2021-06-30 22:00,22.6,,.5,110,94,,,4,,23.1
238,금산,2021-06-30 23:00,21.4,,.1,0,96,,,2,,22.2
238,금산,2021-07-01 00:00,21.1,,.2,0,98,,,,,21.7
238,금산,2021-07-01 01:00,21.1,,.4,0,98,,,4,,21.5
238,금산,2021-07-01 02:00,20.8,,.1,0,98,,,5,,21.5
238,금산,2021-07-01 03:00,20.6,,.3,0,98,,,5,,21.1
238,금산,2021-07-01 04:00,20.4,,.1,0,99,,,2,,21.1
238,금산,2021-07-01 05:00,20.2,,.4,0,100,,,2,,21.6
238,금산,2021-07-01 06:00,20.1,,.5,200,100,0,,0,,21.9
238,금산,2021-07-01 07:00,20.9,,.4,0,98,0,,4,,23.1
238,금산,2021-07-01 08:00,21.5,,1,140,91,0,,7,,24.5
238,금산,2021-07-01 09:00,22.9,,1.4,180,84,0,,6,,26.8
238,금산,2021-07-01 10:00,24.9,,.5,200,77,.5,,7,,31.7
238,금산,2021-07-01 11:00,27.1,,.8,70,67,1,,7,,34.1
238,금산,2021-07-01 12:00,27.3,,.8,70,69,.6,,8,,32.8
238,금산,2021-07-01 13:00,28.9,,1.2,70,60,.4,,8,,34.3
238,금산,2021-07-01 14:00,29.5,,1.7,20,54,1,,8,,36.4
238,금산,2021-07-01 15:00,30.4,,2.2,20,55,1,,5,,36.7
238,금산,2021-07-01 16:00,30.3,,1.7,50,55,1,,6,,36.1
238,금산,2021-07-01 17:00,30.5,,1.7,20,52,.9,,8,,34.2
238,금산,2021-07-01 18:00,30.3,,1.4,50,49,.8,,8,,31.2
238,금산,2021-07-01 19:00,29.5,,1.4,20,52,.9,,6,,28
238,금산,2021-07-01 20:00,25.8,,1,290,76,0,,2,,25.7
238,금산,2021-07-01 21:00,24.2,,1,270,80,,,6,,24.5
238,금산,2021-07-01 22:00,24.1,,.4,0,80,,,7,,23.9
238,금산,2021-07-01 23:00,23.2,,0,0,85,,,7,,23.3
238,금산,2021-07-02 00:00,22.1,,.4,0,91,,,,,22.4
238,금산,2021-07-02 01:00,21.6,,.6,270,93,,,3,,21.7
238,금산,2021-07-02 02:00,20.9,,.3,0,96,,,7,,21.2
238,금산,2021-07-02 03:00,20.6,,.2,0,97,,,6,,20.6
238,금산,2021-07-02 04:00,19.9,,.4,0,98,,,2,,20.4
238,금산,2021-07-02 05:00,19.9,,.4,0,97,,,5,,20.5
238,금산,2021-07-02 06:00,20.1,,.5,160,95,0,,8,,20.9
238,금산,2021-07-02 07:00,20.9,,.1,0,95,0,,9,,22.2
238,금산,2021-07-02 08:00,22.6,,.7,140,71,0,,10,,23.9
238,금산,2021-07-02 09:00,23.4,,.7,110,66,.2,,10,,25.8
238,금산,2021-07-02 10:00,24.2,,1.2,110,69,0,,10,,27
238,금산,2021-07-02 11:00,26.1,,1.8,140,59,.8,,8,,35.3
238,금산,2021-07-02 12:00,27.7,,1.3,140,54,1,,7,,38.3
238,금산,2021-07-02 13:00,29.3,,1.6,90,53,1,,1,,41.9
238,금산,2021-07-02 14:00,29.7,,1.5,110,49,1,,0,,43.4
238,금산,2021-07-02 15:00,30.9,,1.5,70,48,1,,2,,43.4
238,금산,2021-07-02 16:00,31.2,,1.5,20,49,.8,,1,,41.6
238,금산,2021-07-02 17:00,30.5,,2.4,50,50,.7,,3,,36.3
238,금산,2021-07-02 18:00,30,,2.6,70,52,.3,,7,,32.7
238,금산,2021-07-02 19:00,28.9,,1.8,90,57,0,,7,,29.5
238,금산,2021-07-02 20:00,28.1,,1.8,140,60,0,,8,,27.6
238,금산,2021-07-02 21:00,27.2,,1.8,110,63,,,5,,26.1
238,금산,2021-07-02 22:00,26.1,,2.2,90,67,,,5,,24.9
238,금산,2021-07-02 23:00,25.3,,1.8,110,70,,,9,,24.2
238,금산,2021-07-03 00:00,24.4,,1.2,160,72,,,,,23.4
238,금산,2021-07-03 01:00,23.8,,1.7,90,75,,,5,,22.7
238,금산,2021-07-03 02:00,23.1,,1.4,110,78,,,7,,22.3
238,금산,2021-07-03 03:00,22.8,,1.4,90,79,,,7,,21.9
238,금산,2021-07-03 04:00,22.1,,1,110,81,,,6,,21.4
238,금산,2021-07-03 05:00,21,,.4,0,87,,,4,,21
238,금산,2021-07-03 06:00,21,,1.2,180,87,0,,5,,21.1
238,금산,2021-07-03 07:00,22.9,,1.4,110,77,0,,8,,22.9
238,금산,2021-07-03 08:00,25.4,,3.6,110,67,.6,,7,,24.9
238,금산,2021-07-03 09:00,24.9,,3.1,110,68,.2,,10,,26.3
238,금산,2021-07-03 10:00,25.5,,3.8,110,66,0,,10,,27.8
238,금산,2021-07-03 11:00,26.1,,3.2,110,66,0,,10,,28.9
238,금산,2021-07-03 12:00,25.8,0,4.2,110,67,0,,10,,29.7
238,금산,2021-07-03 13:00,24.6,0,3.9,110,73,0,,10,,26.6
238,금산,2021-07-03 14:00,23.1,.2,3.3,90,84,0,,10,,25.8
238,금산,2021-07-03 15:00,21.9,2.5,2.7,110,94,0,,10,,24.5
238,금산,2021-07-03 16:00,21.4,7.8,2.3,110,97,0,,,,23.2
238,금산,2021-07-03 17:00,21.5,3.7,1.6,110,97,0,,,,23.2
238,금산,2021-07-03 18:00,21.6,0,1.6,160,94,0,,,,23
238,금산,2021-07-03 19:00,21.6,.6,1.9,140,95,0,,,,22.6
238,금산,2021-07-03 20:00,21.1,7.9,1.3,140,98,0,,,,22.1
238,금산,2021-07-03 21:00,21.1,3.7,.4,0,98,,,,,22.2
238,금산,2021-07-03 22:00,20.8,7.6,1.4,110,99,,,,,21.9
238,금산,2021-07-03 23:00,20.8,4,1,110,99,,,,,21.8
238,금산,2021-07-04 00:00,21.2,5.2,1.6,140,99,,,,,21.8
238,금산,2021-07-04 01:00,21.6,3.8,2.1,140,99,,,0,,21.9
238,금산,2021-07-04 02:00,22.4,1.9,.9,50,97,,,4,,22.2
238,금산,2021-07-04 03:00,22.2,.9,1,320,99,,,9,,22.3
238,금산,2021-07-04 04:00,26.4,.1,2.6,230,80,,,6,,22.7
238,금산,2021-07-04 05:00,25.9,,3.4,270,76,,,7,,22.4
238,금산,2021-07-04 06:00,25.2,,1.9,250,76,0,,7,,22.5
238,금산,2021-07-04 07:00,24.8,,1.3,290,76,0,,9,,23.1
238,금산,2021-07-04 08:00,24.9,,3.7,200,72,0,,9,,23.5
238,금산,2021-07-04 09:00,24.8,,2.9,180,73,0,,9,,24.7
238,금산,2021-07-04 10:00,25.2,,2.8,180,74,0,,10,,26.3
238,금산,2021-07-04 11:00,25,,2.1,250,75,.1,,9,,26.5
238,금산,2021-07-04 12:00,24.6,,1.7,200,77,0,,10,,25.7
238,금산,2021-07-04 13:00,24.5,,1.4,200,78,0,,10,,25.9
238,금산,2021-07-04 14:00,24.4,,2,250,79,0,,8,,25.8
238,금산,2021-07-04 15:00,23.9,,2.3,270,81,0,,9,,24.7
238,금산,2021-07-04 16:00,23.7,,1.5,270,82,0,,9,,25.2
238,금산,2021-07-04 17:00,23.5,,2.8,250,80,0,,9,,24.5
238,금산,2021-07-04 18:00,23.6,,1.5,250,79,0,,8,,24.2
238,금산,2021-07-04 19:00,23.2,,1.6,250,80,0,,9,,23.6
238,금산,2021-07-04 20:00,22.9,,1.2,290,80,0,,9,,22.6
238,금산,2021-07-04 21:00,22.5,,1,340,81,,,9,,22.2
238,금산,2021-07-04 22:00,22.2,,1.1,320,81,,,9,,21.8
238,금산,2021-07-04 23:00,22,,.7,340,83,,,7,,21.7
238,금산,2021-07-05 00:00,21.7,,1.1,290,83,,,8,,21.5
238,금산,2021-07-05 01:00,21.5,,1.1,290,84,,,10,,21.3
238,금산,2021-07-05 02:00,21.3,,1,290,84,,,10,,21
238,금산,2021-07-05 03:00,21.2,,.2,0,87,,,10,,21.2
238,금산,2021-07-05 04:00,20.7,,.3,0,92,,,10,,20.9
238,금산,2021-07-05 05:00,20.1,,0,0,95,,,9,,20.9
238,금산,2021-07-05 06:00,19.7,,.1,0,97,0,,9,,20.6
238,금산,2021-07-05 07:00,20.1,,.2,0,96,0,,10,,21.2
238,금산,2021-07-05 08:00,21.2,,.8,140,89,0,,10,,22.7
238,금산,2021-07-05 09:00,21.8,,.5,180,86,0,,10,,24
238,금산,2021-07-05 10:00,22.2,,1.1,160,83,0,,10,,24.5
238,금산,2021-07-05 11:00,23.4,,.9,90,80,0,,10,,26.5
238,금산,2021-07-05 12:00,23.7,,.4,0,78,0,,10,,26.6
238,금산,2021-07-05 13:00,24.2,,.9,290,78,0,,10,,26.8
238,금산,2021-07-05 14:00,24.3,0,1,160,82,0,,10,,26.6
238,금산,2021-07-05 15:00,23.3,0,2,160,82,0,,10,,26.1
238,금산,2021-07-05 16:00,21.9,.3,1.6,160,87,0,,10,,24.9
238,금산,2021-07-05 17:00,21.9,.4,.9,140,86,0,,10,,24.8
238,금산,2021-07-05 18:00,21.2,1,1.7,180,94,0,,10,,23.6
238,금산,2021-07-05 19:00,20.8,4.1,1.2,110,97,0,,10,,22.5
238,금산,2021-07-05 20:00,20.6,6.1,.6,20,99,0,,10,,21.9
238,금산,2021-07-05 21:00,20.4,13.4,1,90,99,,,10,,21.6
238,금산,2021-07-05 22:00,20.6,3.3,.1,0,99,,,10,,21.7
238,금산,2021-07-05 23:00,20.4,14.7,.5,340,100,,,10,,21.3
238,금산,2021-07-06 00:00,20.4,5.9,0,0,100,,,5,,21.5
238,금산,2021-07-06 01:00,20.4,2.2,.1,0,100,,,9,,21.5
238,금산,2021-07-06 02:00,20.4,2.1,0,0,100,,,10,,21.3
238,금산,2021-07-06 03:00,20.5,1.1,.2,0,100,,,9,,21.3
238,금산,2021-07-06 04:00,20.7,.1,.7,200,100,,,10,,21.2
238,금산,2021-07-06 05:00,20.8,,.3,0,99,,,10,,21.3
238,금산,2021-07-06 06:00,20.8,,.4,0,100,0,,10,,21.4
238,금산,2021-07-06 07:00,21.2,,0,0,99,0,,8,,22.1
238,금산,2021-07-06 08:00,22.1,,.4,0,95,0,,8,,23.5
238,금산,2021-07-06 09:00,22.5,,.3,0,91,0,,9,,24.5
238,금산,2021-07-06 10:00,23.1,,.4,0,90,0,,10,,25.2
238,금산,2021-07-06 11:00,24.2,,.6,50,86,0,,10,,26.8
238,금산,2021-07-06 12:00,24.1,0,.6,90,88,0,,10,,25.6
238,금산,2021-07-06 13:00,24.4,.2,.7,140,92,0,,10,,26.5
238,금산,2021-07-06 14:00,24,.8,.7,340,94,0,,10,,25.6
238,금산,2021-07-06 15:00,23.6,2.6,.5,110,97,0,,10,,24.9
238,금산,2021-07-06 16:00,23,4.8,.7,110,97,0,,10,,24.6
238,금산,2021-07-06 17:00,22.5,11.1,1.1,140,99,0,,10,,23.7
238,금산,2021-07-06 18:00,23,1,1.1,110,99,0,,10,,23.9
238,금산,2021-07-06 19:00,23,2.9,.6,50,99,0,,10,,23.5
238,금산,2021-07-06 20:00,22.8,1.9,.2,0,99,0,,10,,23.1
238,금산,2021-07-06 21:00,22.8,0,0,0,100,,,10,,22.9
238,금산,2021-07-06 22:00,22.8,0,.3,0,100,,,10,,22.6
238,금산,2021-07-06 23:00,22.6,,.2,0,100,,,10,,22.6
238,금산,2021-07-07 00:00,22.6,.1,0,0,100,,,10,,22.6
238,금산,2021-07-07 01:00,22.6,.3,.1,0,100,,,10,,22.6
238,금산,2021-07-07 02:00,22.7,.2,.5,340,100,,,10,,22.6
238,금산,2021-07-07 03:00,22.9,.2,.4,0,100,,,10,,22.6
238,금산,2021-07-07 04:00,23.1,.5,.9,50,100,,,10,,22.7
238,금산,2021-07-07 05:00,23.2,2.3,.5,90,100,,,10,,22.7
238,금산,2021-07-07 06:00,23.2,19.7,.3,0,100,0,,10,,22.8
238,금산,2021-07-07 07:00,23.4,6,.8,360,100,0,,10,,22.7
238,금산,2021-07-07 08:00,23.5,1,.7,340,99,0,,10,,22.8
238,금산,2021-07-07 09:00,23.8,.3,.2,0,99,0,,10,,23.3
238,금산,2021-07-07 10:00,24.4,.2,.6,140,95,0,,10,,25.3
238,금산,2021-07-07 11:00,25,,1.3,160,92,0,,10,,26.3
238,금산,2021-07-07 12:00,25.2,0,1.4,90,92,0,,10,,26.3
238,금산,2021-07-07 13:00,26.5,.1,1.3,140,88,0,,10,,29.9
238,금산,2021-07-07 14:00,27.4,,1.9,160,83,.2,,10,,30.6
238,금산,2021-07-07 15:00,27.8,,1.4,160,80,.1,,10,,30.7
238,금산,2021-07-07 16:00,28,,.8,160,77,0,,9,,30.2
238,금산,2021-07-07 17:00,26.4,.8,.5,50,94,0,,10,,28.2
238,금산,2021-07-07 18:00,26.1,.4,2.7,180,91,0,,10,,27.4
238,금산,2021-07-07 19:00,25.7,,.4,0,91,0,,10,,26.4
238,금산,2021-07-07 20:00,24.8,,1.2,140,93,0,,8,,24.9
238,금산,2021-07-07 21:00,23.8,,.8,180,98,,,8,,24.1
238,금산,2021-07-07 22:00,23.7,,.3,0,98,,,10,,23.9
238,금산,2021-07-07 23:00,23.4,0,.5,180,99,,,10,,23.7
238,금산,2021-07-08 00:00,23.5,,.4,0,99,,,9,,23.8
238,금산,2021-07-08 01:00,23.3,1.3,.9,140,99,,,10,,23.6
238,금산,2021-07-08 02:00,23.2,18.5,1.7,360,100,,,10,,23.4
238,금산,2021-07-08 03:00,23.1,31.5,.6,360,100,,,10,,23.1
238,금산,2021-07-08 04:00,22.1,28.6,1.6,320,99,,,10,,22.6
238,금산,2021-07-08 05:00,22.1,5.1,.4,0,100,,,10,,22.5
238,금산,2021-07-08 06:00,22.2,0,.5,250,99,0,,10,,22.5
238,금산,2021-07-08 07:00,22.8,,.3,0,97,0,,10,,23.5
238,금산,2021-07-08 08:00,23.7,,.3,0,90,.1,,8,,25.3
238,금산,2021-07-08 09:00,24.4,,.7,200,85,0,,10,,26.2
238,금산,2021-07-08 10:00,26.1,,.5,320,78,.1,,10,,28.8
238,금산,2021-07-08 11:00,26.8,,1,270,75,.1,,9,,31.2
238,금산,2021-07-08 12:00,27.3,,.6,180,73,.1,,10,,31.2
238,금산,2021-07-08 13:00,27.5,,1.1,180,73,0,,10,,29.8
238,금산,2021-07-08 14:00,28.1,,1,20,70,.1,,10,,30.9
238,금산,2021-07-08 15:00,28,,1.3,200,73,0,,10,,31.2
238,금산,2021-07-08 16:00,26.7,,2.1,140,79,.1,,9,,30.2
238,금산,2021-07-08 17:00,25.7,.2,1.3,160,90,0,,10,,28.3
238,금산,2021-07-08 18:00,25.5,,1.4,160,88,0,,9,,27.2
238,금산,2021-07-08 19:00,25.4,,.6,160,89,0,,10,,26.1
238,금산,2021-07-08 20:00,25.1,,.5,200,90,0,,9,,25.4
238,금산,2021-07-08 21:00,24.5,.1,.8,140,96,,,10,,24.9
238,금산,2021-07-08 22:00,24,0,1,160,98,,,10,,24.6
238,금산,2021-07-08 23:00,24,.1,.1,0,98,,,10,,24.3
238,금산,2021-07-09 00:00,23.7,,.2,0,99,,,10,,24
238,금산,2021-07-09 01:00,23.7,0,.5,90,98,,,9,,24
238,금산,2021-07-09 02:00,23.2,.1,.3,0,98,,,10,,23.7
238,금산,2021-07-09 03:00,23.1,0,.1,0,97,,,10,,23.5
238,금산,2021-07-09 04:00,22.8,.1,.1,0,99,,,10,,23.4
238,금산,2021-07-09 05:00,22.7,1.3,.7,20,99,,,10,,23.3
238,금산,2021-07-09 06:00,22.5,.2,.3,0,99,0,,8,,23.2
238,금산,2021-07-09 07:00,22.9,.1,.9,340,98,0,,8,,23.7
238,금산,2021-07-09 08:00,24.6,,.9,340,90,.3,,5,,25.2
238,금산,2021-07-09 09:00,24.9,,.4,0,83,.3,,8,,26.8
238,금산,2021-07-09 10:00,26.1,,1.1,20,82,.1,,9,,28.8
238,금산,2021-07-09 11:00,26.7,,.9,320,76,.1,,8,,33.1
238,금산,2021-07-09 12:00,28.3,,2,360,70,.6,,8,,33.9
238,금산,2021-07-09 13:00,29.2,,1.7,320,61,.8,,7,,36.5
238,금산,2021-07-09 14:00,29.8,,1.7,320,63,.8,,1,,36.7
238,금산,2021-07-09 15:00,29.3,,2.6,250,61,1,,6,,37.7
238,금산,2021-07-09 16:00,29.8,,1.7,270,58,1,,3,,36.7
238,금산,2021-07-09 17:00,29,,1.8,250,62,1,,0,,34
238,금산,2021-07-09 18:00,28.3,,1.6,270,68,1,,0,,30.2
238,금산,2021-07-09 19:00,27.3,,1.1,270,71,1,,0,,27.7
238,금산,2021-07-09 20:00,25.9,,.7,270,77,.1,,3,,25.9
238,금산,2021-07-09 21:00,24.2,,.6,320,86,,,0,,24.5
238,금산,2021-07-09 22:00,23.5,,.2,0,90,,,4,,23.9
238,금산,2021-07-09 23:00,23.3,,.7,270,90,,,4,,23.7
238,금산,2021-07-10 00:00,23,,.4,0,92,,,6,,23.3
