지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),지면상태(지면상태코드),지면온도(°C)
192,진주,2026-01-01 01:00,-3.6,,1.3,360,25,1021.9,1025.7,,,,0,,-2.8
192,진주,2026-01-01 02:00,-4.6,,.1,0,29,1021.6,1025.4,,,,0,,-3.3
192,진주,2026-01-01 03:00,-5.5,,.4,0,34,1021.1,1024.9,,,,0,,-3.8
192,진주,2026-01-01 04:00,-6.8,,.1,0,41,1020.7,1024.5,,,,4,,-4.1
192,진주,2026-01-01 05:00,-7.9,,.3,0,48,1020.7,1024.6,,,,0,,-4.5
192,진주,2026-01-01 06:00,-7.3,,.2,0,50,1020.7,1024.5,,,,10,,-3.7
192,진주,2026-01-01 07:00,-4.5,,1.2,70,33,1020.8,1024.6,,,,9,,-3
192,진주,2026-01-01 08:00,-4.4,,.8,50,31,1021.3,1025.1,0,.01,,10,,-2.5
192,진주,2026-01-01 09:00,-3.6,,.9,70,28,1021.6,1025.4,.3,.3,,6,,-1.8
192,진주,2026-01-01 10:00,-1.5,,2.5,20,19,1021.7,1025.5,1,.97,,6,,-.2
192,진주,2026-01-01 11:00,-.5,,1.8,20,14,1021.5,1025.3,.8,1.26,,8,,.8
192,진주,2026-01-01 12:00,.3,,2.1,20,14,1020.8,1024.5,.1,.97,,9,,1.4
192,진주,2026-01-01 13:00,.8,,1.9,360,13,1020.2,1023.9,.1,1.21,,9,,2.4
192,진주,2026-01-01 14:00,.4,,2.9,20,14,1020.1,1023.8,0,1.12,,9,,2.7
192,진주,2026-01-01 15:00,.4,,3.3,360,16,1020.2,1023.9,.7,1.01,,8,,2.7
192,진주,2026-01-01 16:00,.6,,3.4,340,18,1020.3,1024,1,.98,,6,,1.6
192,진주,2026-01-01 17:00,0,,2.6,340,22,1020.4,1024.1,.6,.38,,6,,.1
192,진주,2026-01-01 18:00,-.9,,2.2,360,24,1020.7,1024.5,0,.02,,6,,-.4
192,진주,2026-01-01 19:00,-1.4,,1.5,360,26,1020.6,1024.4,,,,6,,-.9
192,진주,2026-01-01 20:00,-2.3,,.5,20,29,1020.2,1024,,,,6,,-1.3
192,진주,2026-01-01 21:00,-3.5,,.5,20,34,1020.1,1023.9,,,,0,,-2
192,진주,2026-01-01 22:00,-4.5,,.1,0,37,1020.2,1024,,,,0,,-2.5
192,진주,2026-01-01 23:00,-4.2,,1.1,20,35,1020.5,1024.3,,,,0,,-2.8
192,진주,2026-01-02 00:00,-4.2,,.8,360,38,1020.1,1023.9,,,,0,,-3
192,진주,2026-01-02 01:00,-5,,.6,70,40,1019.6,1023.4,,,,0,,-3.3
192,진주,2026-01-02 02:00,-7.3,,.3,0,51,1019.8,1023.6,,,,0,,-3.8
192,진주,2026-01-02 03:00,-7.8,,.4,0,56,1019.9,1023.8,,,,0,,-4
192,진주,2026-01-02 04:00,-7.6,,.4,0,58,1019.5,1023.3,,,,0,,-4.4
192,진주,2026-01-02 05:00,-7.7,,.3,0,59,1019.6,1023.4,,,,0,,-4.7
192,진주,2026-01-02 06:00,-5,,2.9,360,40,1019.8,1023.6,,,,0,,-4.4
192,진주,2026-01-02 07:00,-6.3,,.7,20,44,1020.1,1023.9,,,,0,,-4.6
192,진주,2026-01-02 08:00,-6.5,,1.7,20,45,1020.3,1024.1,0,.01,,0,,-4.7
192,진주,2026-01-02 09:00,-4.9,,1.2,70,43,1020.6,1024.4,.8,.38,,0,,-3
192,진주,2026-01-02 10:00,-3.3,,1.9,20,36,1021.1,1024.9,1,1.06,,0,,-.4
192,진주,2026-01-02 11:00,-2,,3.2,360,29,1021.1,1024.9,1,1.61,,0,,2
192,진주,2026-01-02 12:00,-.4,,3.4,340,24,1020.1,1023.8,1,1.99,,0,,4.5
192,진주,2026-01-02 13:00,.6,,3.1,360,21,1019.2,1022.9,1,2.11,,0,,4
192,진주,2026-01-02 14:00,1.8,,3,360,19,1018.6,1022.3,1,1.98,,0,,2.8
192,진주,2026-01-02 15:00,2.2,,3.4,360,19,1018.5,1022.2,1,1.64,,0,,2
192,진주,2026-01-02 16:00,1.8,,2.6,360,20,1018.8,1022.5,1,1.11,,0,,.4
192,진주,2026-01-02 17:00,.2,,2.4,360,25,1018.8,1022.5,.7,.4,,0,,-.2
192,진주,2026-01-02 18:00,-1.2,,1.5,340,34,1019.4,1023.2,0,.01,,0,,-.8
192,진주,2026-01-02 19:00,-1.6,,1.3,340,42,1019.8,1023.6,,,,0,,-1.3
192,진주,2026-01-02 20:00,-3.6,,.6,110,51,1020.1,1023.9,,,,0,,-1.9
192,진주,2026-01-02 21:00,-4.3,,.1,0,56,1020.3,1024.1,,,,0,,-2.5
192,진주,2026-01-02 22:00,-5.4,,0,0,62,1020.5,1024.3,,,,0,,-2.9
192,진주,2026-01-02 23:00,-6.2,,0,0,65,1021,1024.8,,,,0,,-3.3
192,진주,2026-01-03 00:00,-7.4,,.1,0,69,1021,1024.8,,,,0,,-3.7
192,진주,2026-01-03 01:00,-7.6,,.1,0,73,1021,1024.9,,,,0,,-4
192,진주,2026-01-03 02:00,-7.6,,0,0,77,1021.4,1025.3,,,,0,,-4.2
192,진주,2026-01-03 03:00,-8.4,,0,0,80,1021.6,1025.5,,,,0,,-4.6
192,진주,2026-01-03 04:00,-8.9,,.1,0,82,1021.6,1025.5,,,,0,,-4.9
192,진주,2026-01-03 05:00,-9.4,,.1,0,83,1021.4,1025.3,,,,0,,-5.2
192,진주,2026-01-03 06:00,-9.6,,.1,0,85,1021.9,1025.8,,,,0,,-5.5
192,진주,2026-01-03 07:00,-10,,.1,0,86,1022.8,1026.7,,,,0,,-5.7
192,진주,2026-01-03 08:00,-10.3,,.1,0,85,1023.4,1027.3,0,.01,,0,,-5.6
192,진주,2026-01-03 09:00,-6.5,,0,0,82,1024,1027.8,.8,.55,,0,,-3.6
192,진주,2026-01-03 10:00,-2.3,,.2,0,59,1024.7,1028.5,1,1.18,,0,,-.2
192,진주,2026-01-03 11:00,.6,,.8,290,42,1024.5,1028.2,1,1.89,,0,,3.5
192,진주,2026-01-03 12:00,2.9,,1.7,270,34,1023.5,1027.2,1,1.99,,0,,6.4
192,진주,2026-01-03 13:00,4.6,,1.4,230,31,1022.4,1026.1,1,2.05,,0,,6.3
192,진주,2026-01-03 14:00,5.8,,1.5,250,29,1021.8,1025.5,1,1.92,,0,,4.6
192,진주,2026-01-03 15:00,6.4,,1.4,200,31,1021.4,1025.1,1,1.56,,0,,4.1
192,진주,2026-01-03 16:00,6.4,,2.2,340,36,1021.4,1025.1,1,1.04,,0,,2.2
192,진주,2026-01-03 17:00,4.6,,1.7,360,41,1021.6,1025.3,.7,.39,,0,,.7
192,진주,2026-01-03 18:00,3.4,,1.3,360,46,1021.9,1025.6,0,.02,,0,,-.2
192,진주,2026-01-03 19:00,2.7,,1.2,360,49,1022.1,1025.8,,,,0,,-.5
192,진주,2026-01-03 20:00,-.7,,.2,0,61,1022.2,1026,,,,0,,-.9
192,진주,2026-01-03 21:00,-2.1,,.2,0,70,1022.5,1026.3,,,,0,,-1.4
192,진주,2026-01-03 22:00,-3,,0,0,76,1022.6,1026.4,,,,0,,-1.8
192,진주,2026-01-03 23:00,-3.8,,0,0,78,1022.6,1026.4,,,,0,,-2.1
192,진주,2026-01-04 00:00,-4.9,,.4,0,83,1022.5,1026.3,,,,0,,-2.5
192,진주,2026-01-04 01:00,-5.2,,.2,0,83,1022.2,1026,,,,0,,-2.8
192,진주,2026-01-04 02:00,-5.8,,0,0,84,1022.1,1025.9,,,,0,,-3
192,진주,2026-01-04 03:00,-6.2,,.1,0,86,1022,1025.8,,,,0,,-3.3
192,진주,2026-01-04 04:00,-6.5,,.1,0,87,1021.4,1025.2,,,,0,,-3.5
192,진주,2026-01-04 05:00,-7.4,,0,0,86,1021,1024.8,,,,0,,-3.8
192,진주,2026-01-04 06:00,-7.5,,0,0,87,1021.5,1025.4,,,,0,,-4
192,진주,2026-01-04 07:00,-7.8,,0,0,88,1021.9,1025.8,,,,0,,-4.1
192,진주,2026-01-04 08:00,-7.5,,.2,0,89,1022.1,1026,0,.01,,0,,-4
192,진주,2026-01-04 09:00,-4.8,,.2,0,85,1022.4,1026.2,.7,.44,,0,,-2.3
192,진주,2026-01-04 10:00,-.9,,.1,0,82,1022.9,1026.7,1,.98,,0,,0
192,진주,2026-01-04 11:00,2.9,,.4,0,67,1022.2,1025.9,1,1.69,,0,,3.5
192,진주,2026-01-04 12:00,6,,.9,320,49,1021,1024.7,1,1.82,,0,,6.8
192,진주,2026-01-04 13:00,7.3,,.6,320,39,1019.9,1023.5,1,1.99,,3,,7.5
192,진주,2026-01-04 14:00,8.9,,.9,320,39,1018.8,1022.4,1,1.83,,1,,6.5
192,진주,2026-01-04 15:00,8.3,,.8,290,40,1018,1021.6,1,1.12,,7,,5.8
192,진주,2026-01-04 16:00,8.8,,.5,290,41,1017.7,1021.3,1,.76,,8,,5
192,진주,2026-01-04 17:00,7.3,,1.7,360,44,1017.7,1021.3,.2,.3,,8,,3.7
192,진주,2026-01-04 18:00,4.4,,.5,110,52,1017.9,1021.6,0,.03,,8,,1.1
192,진주,2026-01-04 19:00,2.7,,0,0,61,1018.2,1021.9,,,,8,,.3
192,진주,2026-01-04 20:00,1.5,,0,0,67,1018,1021.7,,,,8,,-.2
192,진주,2026-01-04 21:00,.8,,.1,0,69,1017.8,1021.5,,,,10,,-.2
192,진주,2026-01-04 22:00,.6,,.1,0,72,1017.7,1021.4,,,,10,,-.2
192,진주,2026-01-04 23:00,-.3,,0,0,74,1017.6,1021.3,,,,7,,-.3
192,진주,2026-01-05 00:00,-.5,,.1,0,77,1017.4,1021.1,,,,8,,-.4
192,진주,2026-01-05 01:00,-1.5,,.1,0,81,1017.2,1021,,,,7,,-.7
192,진주,2026-01-05 02:00,-1,,0,0,82,1016.9,1020.6,,,,9,,-.5
192,진주,2026-01-05 03:00,-.9,,.1,0,81,1016.7,1020.4,,,,9,,-.5
192,진주,2026-01-05 04:00,-1,,.1,0,82,1016.3,1020,,,,10,,-.5
192,진주,2026-01-05 05:00,-1.7,,.2,0,83,1015.8,1019.5,,,,8,,-.7
192,진주,2026-01-05 06:00,-1.3,,0,0,85,1015.7,1019.4,,,,9,,-.7
192,진주,2026-01-05 07:00,-1.7,,.1,0,86,1016,1019.7,,,,9,,-.7
192,진주,2026-01-05 08:00,-1.9,,.2,0,87,1016.3,1020.1,0,.02,,8,,-.9
192,진주,2026-01-05 09:00,1,,.1,0,80,1016.8,1020.5,.6,.35,,8,,-.4
192,진주,2026-01-05 10:00,3.3,,.2,0,69,1017.3,1021,0,.53,,9,,.2
192,진주,2026-01-05 11:00,5.5,,.8,270,43,1017.3,1021,.1,.99,,9,,5.3
192,진주,2026-01-05 12:00,6.4,,.6,250,37,1016.4,1020,0,1.21,,8,,8.5
192,진주,2026-01-05 13:00,7.4,,2.2,340,27,1015.2,1018.8,.9,1.73,,6,,10.9
192,진주,2026-01-05 14:00,7.9,,2.6,340,25,1014.8,1018.4,.9,1.77,,7,,11.6
192,진주,2026-01-05 15:00,8.6,,2.5,360,21,1014.7,1018.3,.8,1.39,,5,,9.8
192,진주,2026-01-05 16:00,7.6,,3.2,360,21,1015.1,1018.7,1,1.2,,3,,6.4
192,진주,2026-01-05 17:00,6,,2.2,360,23,1015.8,1019.4,.7,.41,,0,,3.7
192,진주,2026-01-05 18:00,4.6,,1.6,20,29,1016.5,1020.2,0,.02,,0,,1.5
192,진주,2026-01-05 19:00,4,,3,20,32,1017.5,1021.2,,,,0,,.6
192,진주,2026-01-05 20:00,2.7,,.6,360,35,1018,1021.7,,,,0,,.2
192,진주,2026-01-05 21:00,2.1,,1,340,37,1018.6,1022.3,,,,0,,-.3
192,진주,2026-01-05 22:00,-1.1,,.1,0,45,1019,1022.8,,,,0,,-.9
192,진주,2026-01-05 23:00,-3,,.2,0,52,1019.2,1023,,,,0,,-1.5
192,진주,2026-01-06 00:00,-4.1,,.1,0,57,1019.6,1023.4,,,,0,,-2
192,진주,2026-01-06 01:00,-4.8,,0,0,61,1019.5,1023.3,,,,0,,-2.5
192,진주,2026-01-06 02:00,-5.5,,.1,0,62,1019.6,1023.4,,,,0,,-2.8
192,진주,2026-01-06 03:00,-6.6,,0,0,67,1020,1023.8,,,,0,,-3.2
192,진주,2026-01-06 04:00,-6.8,,.1,0,67,1020.1,1023.9,,,,0,,-3.5
192,진주,2026-01-06 05:00,-7.2,,.2,0,66,1019.9,1023.7,,,,0,,-3.8
192,진주,2026-01-06 06:00,-8.4,,.1,0,70,1020.2,1024.1,,,,0,,-4.1
192,진주,2026-01-06 07:00,-8.5,,.1,0,73,1020.8,1024.7,,,,0,,-4.5
192,진주,2026-01-06 08:00,-8.2,,.3,0,72,1021.2,1025.1,0,.01,,0,,-4.4
192,진주,2026-01-06 09:00,-5,,.1,0,62,1021.1,1024.9,.8,.41,,0,,-2.8
192,진주,2026-01-06 10:00,-1.3,,.4,0,49,1021.2,1025,1,1.09,,0,,0
192,진주,2026-01-06 11:00,.6,,.9,200,37,1020.8,1024.5,1,1.61,,0,,4
192,진주,2026-01-06 12:00,3.5,,1.6,270,30,1019.7,1023.4,1,1.98,,0,,7.3
192,진주,2026-01-06 13:00,5.5,,.8,270,24,1018.4,1022.1,1,2.1,,0,,7.9
192,진주,2026-01-06 14:00,7.9,,.8,270,19,1017.3,1020.9,1,2.01,,0,,7.3
192,진주,2026-01-06 15:00,9.3,,1,270,17,1016.7,1020.3,1,1.67,,0,,7
192,진주,2026-01-06 16:00,7.9,,1.1,140,17,1016.7,1020.3,1,.8,,4,,3.6
192,진주,2026-01-06 17:00,6,,.3,0,26,1016.5,1020.1,.4,.38,,6,,2.2
192,진주,2026-01-06 18:00,3.2,,.2,0,34,1016.4,1020.1,0,.02,,8,,.6
192,진주,2026-01-06 19:00,1.6,,.2,0,40,1016.8,1020.5,,,,10,,.1
192,진주,2026-01-06 20:00,.4,,.3,0,44,1016.9,1020.6,,,,8,,-.2
192,진주,2026-01-06 21:00,-.9,,0,0,51,1016.9,1020.6,,,,8,,-.5
192,진주,2026-01-06 22:00,-1.8,,.2,0,54,1017.3,1021.1,,,,6,,-.9
192,진주,2026-01-06 23:00,-2.5,,0,0,57,1017.1,1020.9,,,,8,,-1.2
192,진주,2026-01-07 00:00,-2.6,,0,0,58,1017.3,1021.1,,,,8,,-1.3
192,진주,2026-01-07 01:00,-3.5,,.2,0,60,1017.2,1021,,,,7,,-1.7
192,진주,2026-01-07 02:00,-4.1,,.1,0,63,1016.9,1020.7,,,,4,,-1.9
192,진주,2026-01-07 03:00,-4.7,,0,0,68,1016.1,1019.9,,,,0,,-2.3
192,진주,2026-01-07 04:00,-5.1,,0,0,71,1015.7,1019.5,,,,0,,-2.5
192,진주,2026-01-07 05:00,-5.7,,.1,0,75,1015.8,1019.6,,,,0,,-2.8
192,진주,2026-01-07 06:00,-5.9,,.3,0,76,1016.1,1019.9,,,,0,,-3
192,진주,2026-01-07 07:00,-6,,.5,50,74,1016.1,1019.9,,,,0,,-3
192,진주,2026-01-07 08:00,-5.4,,.2,0,74,1016.1,1019.9,0,.02,,0,,-2.8
192,진주,2026-01-07 09:00,-3.1,,.1,0,67,1016.3,1020.1,.7,.32,,0,,-1.4
192,진주,2026-01-07 10:00,.3,,.5,160,63,1016.6,1020.3,1,.86,,0,,-.2
192,진주,2026-01-07 11:00,4.6,,.4,0,54,1016.2,1019.9,1,1.31,,0,,3
192,진주,2026-01-07 12:00,7.5,,.3,0,48,1015.2,1018.8,1,1.61,,2,,6.5
192,진주,2026-01-07 13:00,9,,1.2,270,39,1014.5,1018.1,1,1.79,,4,,9.5
192,진주,2026-01-07 14:00,8.8,,2.7,340,40,1014.3,1017.9,1,1.66,,6,,9.7
192,진주,2026-01-07 15:00,8.5,,1.7,340,34,1014.5,1018.1,1,1.49,,3,,8.1
192,진주,2026-01-07 16:00,7.6,,2.6,340,29,1014.9,1018.5,1,1.09,,2,,5.6
192,진주,2026-01-07 17:00,6.3,,1.9,340,27,1015.1,1018.7,.8,.42,,0,,3.2
192,진주,2026-01-07 18:00,4.4,,1.8,360,30,1016,1019.7,0,.03,,0,,1.1
192,진주,2026-01-07 19:00,.5,,.3,0,42,1017,1020.7,,,,0,,0
192,진주,2026-01-07 20:00,-.7,,.2,0,51,1017.6,1021.3,,,,0,,-.7
192,진주,2026-01-07 21:00,-2.1,,.1,0,56,1018.1,1021.9,,,,0,,-1.3
192,진주,2026-01-07 22:00,-2.8,,.1,0,56,1018.5,1022.3,,,,0,,-1.7
192,진주,2026-01-07 23:00,-3.6,,.1,0,62,1018.8,1022.6,,,,0,,-2
192,진주,2026-01-08 00:00,-4,,.1,0,64,1018.8,1022.6,,,,0,,-2.5
192,진주,2026-01-08 01:00,-4.6,,.1,0,67,1018.9,1022.7,,,,0,,-2.8
192,진주,2026-01-08 02:00,-2.5,,.8,20,50,1019.2,1023,,,,0,,-3
192,진주,2026-01-08 03:00,-1.8,,.9,20,39,1020.1,1023.9,,,,0,,-3.2
192,진주,2026-01-08 04:00,-2,,1.6,360,38,1020.5,1024.3,,,,0,,-3.1
192,진주,2026-01-08 05:00,-2.1,,2,360,34,1020.7,1024.5,,,,0,,-3.1
192,진주,2026-01-08 06:00,-2.3,,2.4,340,32,1020.9,1024.7,,,,0,,-3.3
192,진주,2026-01-08 07:00,-3.1,,.5,20,33,1021.6,1025.4,,,,0,,-3.8
192,진주,2026-01-08 08:00,-4.9,,0,0,41,1022.2,1026,0,.01,,0,,-4.5
192,진주,2026-01-08 09:00,-2.5,,.7,110,37,1022.6,1026.4,.8,.41,,0,,-2.7
192,진주,2026-01-08 10:00,-.8,,1.2,180,28,1022.8,1026.6,1,1.12,,0,,0
192,진주,2026-01-08 11:00,1.5,,.9,230,22,1022.6,1026.3,1,1.66,,0,,4
192,진주,2026-01-08 12:00,2.4,,.8,20,21,1021.8,1025.5,1,2.02,,0,,7
192,진주,2026-01-08 13:00,3.4,,1.3,230,19,1020.8,1024.5,1,2.16,,0,,7.9
192,진주,2026-01-08 14:00,4.3,,1,270,18,1020.1,1023.8,1,2.05,,0,,8.3
192,진주,2026-01-08 15:00,4.2,,.9,230,15,1020.1,1023.8,1,1.72,,0,,5.8
192,진주,2026-01-08 16:00,4.9,,1.9,340,14,1020.3,1024,1,1.2,,0,,2.7
192,진주,2026-01-08 17:00,3.2,,1.8,360,17,1020.7,1024.4,.8,.49,,0,,.6
192,진주,2026-01-08 18:00,-.5,,.3,0,23,1021.3,1025.1,0,.01,,0,,-.5
192,진주,2026-01-08 19:00,-1.1,,.1,0,22,1022,1025.8,,,,0,,-1.3
192,진주,2026-01-08 20:00,-3.3,,0,0,32,1022.6,1026.4,,,,0,,-2.2
192,진주,2026-01-08 21:00,-4.5,,0,0,37,1023.1,1026.9,,,,0,,-2.8
192,진주,2026-01-08 22:00,-5.4,,.1,0,40,1023.3,1027.1,,,,0,,-3.3
192,진주,2026-01-08 23:00,-6.6,,0,0,46,1023.2,1027,,,,0,,-3.8
192,진주,2026-01-09 00:00,-7.2,,.1,0,52,1023.1,1027,,,,0,,-4.1
192,진주,2026-01-09 01:00,-8.3,,.1,0,57,1023,1026.9,,,,0,,-4.5
192,진주,2026-01-09 02:00,-8.9,,.1,0,62,1023.1,1027,,,,0,,-4.8
192,진주,2026-01-09 03:00,-9.2,,0,0,64,1023,1026.9,,,,0,,-5.1
192,진주,2026-01-09 04:00,-9.5,,0,0,65,1022.7,1026.6,,,,0,,-5.4
192,진주,2026-01-09 05:00,-10,,0,0,69,1022.2,1026.1,,,,0,,-5.5
192,진주,2026-01-09 06:00,-10.2,,.1,0,69,1022.2,1026.1,,,,0,,-5.7
192,진주,2026-01-09 07:00,-10.3,,.1,0,71,1022.3,1026.2,,,,0,,-5.9
192,진주,2026-01-09 08:00,-10.2,,0,0,71,1022.4,1026.3,0,.01,,0,,-5.6
192,진주,2026-01-09 09:00,-6.5,,.1,0,60,1022.2,1026,.8,.42,,0,,-3.6
192,진주,2026-01-09 10:00,-2.7,,.3,0,59,1022.3,1026.1,1,1.09,,0,,0
192,진주,2026-01-09 11:00,.8,,.7,320,41,1021.8,1025.5,1,1.64,,0,,4.4
192,진주,2026-01-09 12:00,3.4,,1,340,37,1020.6,1024.3,1,1.99,,0,,7.4
192,진주,2026-01-09 13:00,4.9,,1.3,340,35,1019,1022.7,1,2.12,,0,,8.4
192,진주,2026-01-09 14:00,6.7,,1.1,110,35,1017.6,1021.2,1,1.99,,0,,8.3
192,진주,2026-01-09 15:00,6.4,,2.3,110,42,1017,1020.6,1,1.66,,0,,5.3
192,진주,2026-01-09 16:00,6.9,,1.3,140,45,1016.6,1020.2,1,1.11,,0,,3.1
192,진주,2026-01-09 17:00,6.1,,1.1,270,46,1016,1019.6,.8,.46,,0,,1.6
192,진주,2026-01-09 18:00,5,,1.2,270,50,1016,1019.7,0,.01,,0,,-.2
192,진주,2026-01-09 19:00,3.5,,.5,90,58,1015.8,1019.5,,,,4,,-.4
192,진주,2026-01-09 20:00,0,,.4,0,71,1015.7,1019.4,,,,3,,-.7
192,진주,2026-01-09 21:00,-1.1,,.1,0,74,1015.6,1019.3,,,,4,,-.9
192,진주,2026-01-09 22:00,-1.3,,.2,0,77,1014.9,1018.6,,,,8,,-1
192,진주,2026-01-09 23:00,-.9,,.4,0,77,1014.1,1017.8,,,,2,,-1.3
192,진주,2026-01-10 00:00,-1.4,,.7,110,81,1013.5,1017.2,,,,0,,-1.5
192,진주,2026-01-10 01:00,-1.5,,.2,0,82,1012.8,1016.5,,,,0,,-1.7
192,진주,2026-01-10 02:00,-.3,,.6,50,81,1012.3,1016,,,,0,,-1.3
192,진주,2026-01-10 03:00,5.6,,2,230,69,1011.9,1015.5,,,,0,,-.7
192,진주,2026-01-10 04:00,5.5,,1.3,140,71,1011,1014.6,,,,0,,-.7
192,진주,2026-01-10 05:00,5,,.9,110,72,1010.1,1013.7,,,,0,,-.7
192,진주,2026-01-10 06:00,6,,.9,110,71,1009.4,1013,,,,0,,-.5
192,진주,2026-01-10 07:00,6.8,,1.1,140,69,1009,1012.6,,,,0,,-.5
192,진주,2026-01-10 08:00,7.8,,1.8,200,64,1008.5,1012.1,0,.01,,0,,-.4
192,진주,2026-01-10 09:00,9.1,,2.6,230,58,1008.6,1012.2,.4,.27,,0,,.2
192,진주,2026-01-10 10:00,10.6,,3.5,250,54,1008.3,1011.9,1,.8,,0,,3.4
192,진주,2026-01-10 11:00,11.8,,5.6,270,33,1008.5,1012,.9,1.26,,2,,8.7
192,진주,2026-01-10 12:00,11.6,,5.8,270,25,1008.3,1011.8,1,1.66,,0,,11.8
192,진주,2026-01-10 13:00,11.1,,6.7,270,22,1007.9,1011.4,1,1.87,,0,,12.8
192,진주,2026-01-10 14:00,10.1,,5.3,270,25,1008,1011.6,1,1.89,,0,,12.3
192,진주,2026-01-10 15:00,8.8,,5.8,270,29,1008.3,1011.9,1,1.58,,0,,8.6
192,진주,2026-01-10 16:00,7.5,,5.7,270,32,1008.9,1012.5,1,1.03,,4,,5.9
192,진주,2026-01-10 17:00,5.9,,5.2,270,39,1009.7,1013.3,.4,.35,,4,,3.7
192,진주,2026-01-10 18:00,4.3,,5.8,270,45,1011.1,1014.7,0,.03,,6,,2
192,진주,2026-01-10 19:00,3,,3.8,270,53,1011.8,1015.5,,,,7,,1.1
192,진주,2026-01-10 20:00,2.7,,4,270,51,1012.4,1016.1,,,,6,,.4
192,진주,2026-01-10 21:00,2,,3.5,250,53,1012.8,1016.5,,,,4,,-.3
192,진주,2026-01-10 22:00,1,,2.6,320,63,1014.3,1018,,,,6,,-.2
192,진주,2026-01-10 23:00,.3,,1.9,320,61,1015,1018.7,,,,6,,-.5
192,진주,2026-01-11 00:00,.4,,2.1,290,52,1015.6,1019.3,,,,5,,-.7
192,진주,2026-01-11 01:00,.4,,2.1,290,43,1016,1019.7,,,,3,,-1
192,진주,2026-01-11 02:00,-.7,,2,270,53,1016.9,1020.6,,,,0,,-1.3
192,진주,2026-01-11 03:00,-.7,,3,290,33,1017.3,1021,,,,0,,-1.7
192,진주,2026-01-11 04:00,-1,,2.9,320,36,1017.4,1021.1,,,,0,,-1.9
192,진주,2026-01-11 05:00,-2.6,,.8,20,37,1017.6,1021.4,,,,0,,-2.3
192,진주,2026-01-11 06:00,-2.5,,1.5,360,42,1018.3,1022.1,,,,4,,-2.5
192,진주,2026-01-11 07:00,-2.5,,1.7,340,38,1019,1022.8,,,,6,,-2.8
192,진주,2026-01-11 08:00,-5,,.4,0,51,1019.5,1023.3,0,.01,,7,,-3.1
192,진주,2026-01-11 09:00,-3,,.3,0,42,1019.9,1023.7,.7,.38,,0,,-1.8
192,진주,2026-01-11 10:00,-.9,,1.3,340,25,1020.5,1024.3,1,1.08,,0,,.5
192,진주,2026-01-11 11:00,.3,,2.8,340,20,1020.6,1024.3,1,1.64,,0,,3.5
192,진주,2026-01-11 12:00,.6,,2.4,360,18,1019.8,1023.5,1,2.01,,0,,6.7
192,진주,2026-01-11 13:00,1.1,,1.9,340,20,1018.9,1022.6,1,2.16,,0,,10.5
192,진주,2026-01-11 14:00,1.7,,1.8,320,19,1018.5,1022.2,1,2.05,,0,,11.3
192,진주,2026-01-11 15:00,1.8,,3,320,22,1018.8,1022.5,1,1.69,,2,,6.4
192,진주,2026-01-11 16:00,1.2,,4.4,340,24,1019.4,1023.1,1,1.22,,0,,2.7
192,진주,2026-01-11 17:00,-.2,,3.8,340,28,1019.8,1023.5,.9,.53,,0,,.2
192,진주,2026-01-11 18:00,-1.1,,2.8,360,32,1020.5,1024.3,0,.02,,0,,-.7
192,진주,2026-01-11 19:00,-1.3,,2.3,360,33,1021,1024.8,,,,0,,-1
192,진주,2026-01-11 20:00,-2.3,,.4,0,36,1021.6,1025.4,,,,0,,-1.7
192,진주,2026-01-11 21:00,-4.4,,.1,0,45,1022.2,1026,,,,0,,-2.2
192,진주,2026-01-11 22:00,-4.4,,.2,0,47,1022.3,1026.1,,,,0,,-2.7
192,진주,2026-01-11 23:00,-5.6,,.1,0,53,1022.5,1026.3,,,,0,,-3.1
192,진주,2026-01-12 00:00,-6.5,,.1,0,57,1022.1,1025.9,,,,0,,-3.5
192,진주,2026-01-12 01:00,-7.4,,.1,0,61,1021.5,1025.4,,,,0,,-3.9
192,진주,2026-01-12 02:00,-7.9,,.3,0,65,1021.8,1025.7,,,,0,,-4.2
192,진주,2026-01-12 03:00,-8.5,,.1,0,68,1022,1025.9,,,,0,,-4.5
192,진주,2026-01-12 04:00,-8.9,,.2,0,70,1022,1025.9,,,,0,,-4.7
192,진주,2026-01-12 05:00,-9.3,,.2,0,72,1021.6,1025.5,,,,0,,-5
192,진주,2026-01-12 06:00,-9.5,,.1,0,73,1021.5,1025.4,,,,0,,-5.2
192,진주,2026-01-12 07:00,-10,,0,0,77,1021.6,1025.5,,,,0,,-5.5
192,진주,2026-01-12 08:00,-9.9,,.3,0,77,1021.4,1025.3,0,.01,,0,,-5.1
192,진주,2026-01-12 09:00,-6.8,,.2,0,71,1020.7,1024.5,.8,.48,,0,,-3
192,진주,2026-01-12 10:00,-3.6,,.2,0,57,1020.8,1024.6,1,1.14,,0,,.4
192,진주,2026-01-12 11:00,-1.2,,1,290,50,1020.2,1024,1,1.58,,0,,3.6
192,진주,2026-01-12 12:00,1.7,,.8,360,43,1018.5,1022.2,1,1.93,,0,,7.1
192,진주,2026-01-12 13:00,4.5,,2.7,270,44,1017,1020.7,1,2.05,,1,,8.9
192,진주,2026-01-12 14:00,5.2,,3,250,42,1015.8,1019.5,1,1.95,,1,,9.8
