date,busan,daegu,gwangju,daejeon
2026-03-10,9650.0,8300.0,14300.0,10000.0
2026-03-11,10196.0,10392.0,10798.0,10494.0
2026-03-12,10129.0,10225.0,10705.0,10248.0
2026-03-13,9962.0,10058.0,10557.0,10067.0
2026-03-16,9500.0,8300.0,16650.0,10500.0
2026-03-17,9500.0,8300.0,16650.0,10000.0
2026-03-18,9500.0,8300.0,16000.0,9500.0
2026-03-19,9500.0,8300.0,14000.0,9650.0
2026-03-20,9500.0,8300.0,14000.0,8650.0
2026-03-23,9262.0,9867.0,9493.0,10349.0
2026-03-24,9500.0,8000.0,15000.0,9300.0
2026-03-25,9300.0,8500.0,14500.0,9000.0
2026-03-26,9300.0,8500.0,14500.0,8800.0
2026-03-27,9300.0,8500.0,14800.0,8300.0
2026-03-30,9000.0,8000.0,14300.0,8500.0
2026-03-31,8800.0,8000.0,12650.0,6500.0
2026-04-01,8800.0,7300.0,12300.0,7500.0
2026-04-02,8800.0,7150.0,12300.0,7500.0
2026-04-03,8650.0,7150.0,14000.0,7300.0
2026-04-06,8650.0,7150.0,14150.0,7500.0
2026-04-07,9000.0,9133.0,8567.0,9013.0
2026-04-08,9000.0,9133.0,8567.0,8938.0
2026-04-09,9000.0,9010.0,8533.0,9005.0
2026-04-10,8300.0,6150.0,13150.0,8150.0
2026-04-13,8300.0,6650.0,13800.0,8000.0
2026-04-14,8300.0,6300.0,13800.0,8500.0
2026-04-15,8250.0,6300.0,13650.0,8150.0
2026-04-16,8250.0,6150.0,13650.0,7650.0
2026-04-17,8000.0,6150.0,13300.0,7650.0
2026-04-20,8000.0,7650.0,12150.0,7150.0
2026-04-21,8000.0,7650.0,12500.0,7150.0
2026-04-22,7900.0,8250.0,7593.0,7997.0
2026-04-23,7817.0,8140.0,7447.0,7791.0
2026-04-24,8000.0,7150.0,12650.0,7500.0
2026-04-27,7625.0,7888.0,7213.0,7673.0
2026-04-28,8000.0,7150.0,12300.0,7500.0
2026-04-29,8000.0,6650.0,12300.0,7300.0
2026-04-30,8000.0,6300.0,12300.0,7300.0
