date,market,type,source_regions,price_grade_상,price_grade_중,trend_note,forecast,year
2021-12-20,부산,중도매,"경남 산청,함안,진주,양산, 전남 담양지역에서 주로 반입됨",33000.0,29000.0,"고가 형성으로 시장내 거래는 한산하나, 지난 주말부터 산지 강추위로 생산량이 감소하여 강보합세",향후에도 연말연시 가정내 소비량 증가로 강보합세 전망,2021
2021-12-20,서울,중도매,"경남 진주·산청·고성, 전남 담양, 전북 남원·김제·익산, 충남 논산·공주 등지에서 반입됨",34200.0,29200.0,추위가 시작되고 반입량이 감소하여 오름세에 거래됨,향후 반입 품종과 산지가 다양해지겠으나 명절 대비 수요가 증가할 것으로 강보합세 전망,2021
2021-12-21,부산,중도매,"경남 함안,진주,양산,밀양, 전남 담양지역에서 주로 반입됨",38000.0,34000.0,"성탄절 및 연말 준비로 소비량은 다소 증가하나, 지난주 산지 추위로 수확량이 감소하여 강세",향후에도 연말연시 시중 소비량 증가로 강보합세 전망,2021
2021-12-22,광주,중도매,"경남 산청, 함양, 진주, 고성, 전남 담양, 충남 논산, 부여, 전북 익산, 남원 지역에서 주로 출하됨",38200.0,34200.0,최근 한파로 인한 주산지지역에 눈이 많이 쌓여 일조량 부족으로 출하량이 감소하면서 주 거래처 주문물량 부족으로 오름세에 거래됨.,향후에도 산지 출하량은 꾸준할것으로 예상되는 가운데 다음주부터 학교방학에 따른 수요가 감소할것으로 보여 가격은 보합세 전망.,2021
2021-12-22,대전,중도매,"충남 금산군, 경남 진주시, 산청군 등의 지역에서 주로 출하됨",41600.0,36600.0,성탄절이 다가오며 케이크 등에 이용하기 위해 제과점 수요가 대폭 증가하여 가격의 오름세를 보임,향후 성탄절 전후로 수요는 꾸준할 것이라 예상되어 가격의 강세를 유지할 것으로 전망,2021
2021-12-22,대전,소매,"주로 대전, 충남 논산, 금산, 경남 산청, 하동, 진주, 사천 등에서 출하됨",,,"병해 발생 등 산지 작황 부진으로 출하량은 감소한 반면, 연말을 맞아 소비 수요가 증가하여 가격이 오름세로 거래됨","주말부터 기온이 급격히 하락할 것으로 예보되고 있어 향후 공급 감소가 예상되며, 성탄절, 설 명절을 맞아 수요는 더욱 증가할 것으로 예상되므로 강보합세 전망",2021
2021-12-22,광주,소매,"전남 담양, 장성, 전북 고창 등지에서 주 출하됨",,,"재배면적은 증가했으나, 10월 상순 고온 등 기상악화로 인한 생육부진으로 출하물량이 감소한데다, 제철을 맞아 소비 선호도 상승으로 오름세에 거래됨","크리스마스, 연말로 인한 간식용 등 수요증가가 예상되어 강보합세 전망",2021
2021-12-22,대구,소매,"경북 성주군, 칠곡군, 청도군, 경남 산청군, 합천군 등지에서 주로 반입됨",,,"지난 주말 급격하게 기온이 떨어지면서 산지 출하량 감소하고, 연말이 다가오면서 수요량은 소폭 증가하는 추세로 오름세 거래","향후 예년보다 올해 작황이 부진한 영향도 있어 공급량 더욱 감소하고, 수요량도 더욱 증가할 것으로 예상되어 강보합세 전망",2021
2021-12-23,부산,중도매,"경남 함안,진주,양산,밀양, 전남 담양지역에서 주로 반입됨",39000.0,35000.0,"성탄절 및 연말 준비로 시장내 거래량이 증가하면서 상품성이 높은 상,중품을 중심으로 강보합세",향후에도 연말연시 소비량 증가로 강보합세 전망,2021
2021-12-24,대전,중도매,"경남 진주시, 하동군, 대전광역시, 충남 금산군, 전북 익산시 등의 지역에서 주로 출하됨",46500.0,41500.0,최근 크리스마스 등으로 인해 수요가 증가하여 강세를 형성함에 따라 수요가 주춤하고 산지 출하량이 증가하여 가격이 소폭 내림세를 보임,향후 반입량 감소 추세가 유지될 것으로 예상되어 가격의 강세를 유지할 것으로 전망,2021
2021-12-24,서울,중도매,"경남 산청·진주·함양·거창·사천·고성, 전남 담양, 전북 남원·익산·김제, 충남 공주, 서울 송파, 광주 등지에서 반입됨",42500.0,37500.0,연말 소비수요가 증가하고 오름세에 거래됨,주중 연말 소비가 종료되면 내림세로 돌아서겠으나 산지 이상기온으로 생육부진에 따른 출하 감소와 반입 품위차가 상승세로 거래가는 다시 변경될 전망,2021
2021-12-24,광주,소매,"전남 담양, 장성, 강진 등지에서 주 출하됨",,,"생육부진 등에 따른 출하물량 감소와 제철을 맞아 소비 선호도가 상승한 가운데, 성탄절 간식용 등 수요증가로 오름세를 형성함","케이크, 타르트 등 디저트 용도로 수요가 비교적 꾸준할 것으로 예상되어 강보합세 전망",2021
2021-12-24,광주,중도매,"전남 담양, 장성, 경남 산청, 진주, 함양, 전북 익산, 남원 등지에서 주로 출하됨",43200.0,39200.0,제철과일로 소비 선호도는 증가한 반면 기상악화로 생육이 부진하면서 주거래처 등 주문물량 부족으로 경매가 활발하여 오름세에 거래됨.,주중 가정 및 요식업소 등 간식용으로 늘어날것으로 보여 강보합세 전망.,2021
2021-12-27,대전,소매,"주로 대전, 충남 논산, 금산, 경남 산청, 진주, 하동, 전북 익산 등에서 출하됨",,,한파 등 기상 악화로 인한 생육 부진 및 출하 작업 부진으로 출하량이 감소하여 가격이 오름세로 거래됨,"향후에도 낮은 기온 및 일조량 부족으로 공급 감소가 예상되고, 연말 선물용으로 소비 수요 증가가 예상되므로 강보합세 전망",2021
2021-12-27,부산,소매,"경남 산청, 밀양, 양산, 진주, 함양에서 주로 반입됨",2500.0,2100.0,"연말 소비수요는 증가하나, 생육기 기상악화에 따른 작황부진으로 출하량이 감소하여 강보합세",향후 연말연시 꾸준한 수요 증가로 강보합세 전망,2021
2021-12-27,서울,중도매,"경남 산청·진주·함양·거창·고성, 전남 담양, 전북 남원·익산·순창, 충남 공주·논산·부여·예산·홍성 등지에서 반입됨",50000.0,45000.0,산지 기온 하락으로 반입량이 감소하고 다시 오름세로 거래됨,주중 산지 우설이 예보되어 반입 감소와 품위차 상승이 지속될 것으로 강보합세 전망,2021
2021-12-27,부산,중도매,"경남 산청,함안,진주,양산, 전남 담양지역에서 주로 반입됨",42000.0,38000.0,"연말연시 가정내 소비는 다소 증가하나, 지난 주말부터 계속되는 산지 강추위로 반입량이 감소하여 강보합세",향후에도 당분간은 강추위에 따른 출하량 감소로 강보합세 전망,2021
2021-12-28,대구,중도매,"경남 거창, 합천 등의 지역에서 주로 반입됨.",44000.0,38000.0,"전일 고가격대 형성으로 인한 시장 내 거래 위축과, 금일 기준 반입량 증가로 인해 내림세에 거래됨.",당분간 성출하기를 맞아 산지 출하량 증가세가 지속될 것으로 예상되어 약보합세 전망.,2021
2021-12-29,대전,중도매,"대전광역시 경남 진주시, 하동군, 산청군 등의 지역에서 주로 출하됨",40300.0,35300.0,성탄절이 지나며 제과점 등 수요가 감소하는 추세로 가격이 소폭 내림세를 보임,향후 수요가 점차 감소할 것으로 예상되어 가격의 약보합세가 전망됨,2021
2021-12-30,서울,중도매,"경남 산청·진주·함양·거창·고성, 전남 담양·곡성, 전북 남원, 충남 공주 등지에서 반입됨",47000.0,42000.0,연말 소비가 종료되고 소폭 내림세로 거래됨,주중 출하지 및 반입품종이 확대되고 약보합세 전망,2021
2021-12-31,대전,소매,"주로 대전, 충남 금산, 경남 진주, 하동, 산청, 사천, 전북 익산 등에서 출하됨",,,"연말을 맞아 선물용 등 수요는 증가하는 가운데, 전일 내린 눈과 급격한 기온 하강으로 인해 반입량이 감소하여 가격이 오름세로 거래됨","향후 충청권 출하량이 점점 증가할 것으로 예상되며, 높아진 시세로 인해 소비 둔화가 예상되므로 약보합세 전망",2021
2022-01-03,광주,중도매,"전남 담양, 경남 산청·거창·고성, 전북 남원, 익산, 충남 논산, 홍성 지역에서 주로 출하됨.",60200.0,56200.0,주산지 작황은 각종 병충해로 출하량은 감소한 반면 제철과일로 주거래처 주문물량 부족으로 큰폭으로 오름세에 거래됨.,향후에도 각종 병충해로 상품성이 양호한 물량부족으로 강보합세 전망.,2022
2022-01-05,서울,중도매,"경남 산청·진주·함양, 전남 담양, 전북 남원 등지에서 반입됨",45200.0,40200.0,반입량이 늘었으나 품위차가 벌어지고 내림세로 거래됨,"주중 출하지가 확대로반입량은 증가 하겠으나, 이상 기온 등으로 반입물량의 품질 저하 예상돼 상품의 가격 강세와 중하품의 가격 약세 전망",2022
2022-01-05,대전,소매,"주로 대전, 충남 논산, 금산, 경남 진주, 하동, 산청, 전북 익산 등에서 출하됨",,,최근 한파로 인한 높은 시세 형성 및 연말 특수 종료 등으로 인해 소비가 부진하여 가격이 내림세로 거래됨,향후 2화방 물량이 출하가 시작되면 공급이 증가할 것으로 예상되므로 약보합세 전망,2022
2022-01-05,대전,중도매,"경남 진주시, 산청군, 하동군, 충남 금산군 등의 지역에서 주로 출하됨",37600.0,32600.0,최근 크리스마스 및 연초 등 행사철이 지나가며 수요 또한 감소하여 가격의 내림세를 보임,당분간 수요가 감소 추세를 유지할 것으로 예상되어 가격의 보합세 혹은 약보합세 전망,2022
2022-01-06,대구,중도매,"경남 거창, 산청 등의 지역에서 주로 출하됨",38000.0,32000.0,겨울철 간식으로 수요 증가세를 의식한 중도매인들이 저장물량을 방출하면서 금일 기준 시장 내 공급량이 일시 증가하여 내림세에 거래됨.,제철과일로써 소비자 수요 증가세가 지속되면서 공급량과 균형을 이룰 것으로 예상되어 보합세 전망.,2022
2022-01-06,광주,중도매,"경남 산청, 함양, 고성, 충남 논산, 홍성, 전남 담양, 장성, 화순, 전북 남원, 익산 지역에서 주로 출하됨",38200.0,34200.0,"2기작은 각종 병충해로 생산량이 감소하면서 강세였으나, 3기작이 출하되면서 출하량 증가로 내림세에 거래됨.","향후에도 제철과일로 소비는 꾸준할것으로 보이나, 산지 출하량 증가로 가격은 보합세 전망.",2022
2022-01-10,부산,중도매,"경남 함안,진주,양산,밀양, 전남 담양지역에서 주로 반입됨",38000.0,34000.0,"연말연시가 지나면서 산지 출하량은 다소 감소하나, 고가형성에 따른 소비 부진으로 보합세",향후에도 명절 경기전 까지는 거래부진으로 보합세 전망,2022
2022-01-11,대구,소매,"경북 성주군, 청도군, 경남 밀양시, 거창군, 합천군 등지에서 주로 반입됨",,,"최근 올해 작황 부진으로 반입량 감소 추세를 보이고 있었으나, 가격 강세의 영향으로 소비 주춤하여 수요량 감소로 약보합세 거래","향후 작물의 2화방 물량이 출하되기 시작하면서 공급량은 증가할 것으로 예상되고, 설 명절이 다가오면서 수요 또한 증가할 것으로 예상되어 보합세 전망",2022
2022-01-12,서울,중도매,"경남 산청·진주·함양, 전남 담양, 전북 김제 등지에서 반입됨",40000.0,37000.0,소비수요가 꾸준한 가운데 반입이 감소하고 중상품 중심 오름세로 거래됨,주중 추운날씨가 예보되어 선물용 수요에 맞는 중상품의 가격차가 증가할 것으로 강보합세 전망,2022
2022-01-14,광주,중도매,"경남 산청, 거창, 진주, 충남 논산, 부여, 전남 담양, 장성, 화순, 전북 남원 지역에서 주로 반입됨",39200.0,35200.0,주말대비 산지 출하량이 증가한 반면 시장내 소비자가 한산하면서 거래부진으로 내림세에 거래됨.,향후에는 설날명절을 앞두고 선물용으로 수요가 늘어날것으로 보여 강보합세 전망.,2022
2022-01-17,대전,중도매,"경남 하동군, 충남 금산군, 경남 진주시 등의 지역에서 주로 출하됨",37600.0,32600.0,"최근 출하는 일정 수준을 유지하고 있으나, 소비자 수요가 연말, 작년 연초 대비 감소 추세로 내림세에 거래됨","향후 출하량은 변동이 없을 것으로 예상되나, 명절 수요가 점차 증가할 것으로 예상되어 가격의 강보합세 전망",2022
2022-01-17,대구,소매,"경북 청도군, 의성군, 경남 합천군, 거창군 등지에서 주로 반입됨",,,"최근 반입량에는 큰 변동이 없으나, 고가 형성에 따른 소비 감소 추세가 나타나면서 약보합세 거래","향후 명절을 대비하여 공급 물량 증가할 것으로 예상되나, 수요 또한 명절 영향으로 증가할 것으로 예상되어 보합세 전망",2022
2022-01-20,대전,중도매,"대전광역시, 충남 금산군, 경남 산청군, 진주시 등의 지역에서 주로 출하됨",42000.0,37000.0,설 선물 수요가 증가하고 있는 추세로 가격이 오름세에 거래됨,향후 본격적인 명절 수요가 증가할 것으로 예상되어 가격의 강보합세 전망,2022
2022-01-20,부산,중도매,"경남 함안,진주,양산,밀양, 전남 담양지역에서 주로 반입됨",38000.0,34000.0,"출하 성수기로 경남지역의 출하량은 증가하나, 가정내 소비도 증가하여 보합세",향후에는 명절 소비량 증가로 강보합세 전망,2022
2022-01-25,서울,중도매,"경남 사천·산청·진주·함안·함양·거창·고성, 전남 담양·곡성, 전북 남원·김제·익산·순창, 충남 논산·예산·홍성·공주·부여 등지에서 반입됨",38500.0,33500.0,선물용 소비수요가 소폭 증가한 가운데 보합세에 거래됨,주중 산지가 확대되고 반입 품위가 다양해질 것으로 약보합세 전망,2022
2022-01-25,광주,소매,"전남 담양, 화순, 장성 등지에서 주 출하됨",2500.0,2000.0,"한파 등 생육부진으로 강세를 지속했으나, 화방 교체기 이후 산지 출하가 원활해지면서 공급호전에 따른 반입량 증가로 내림세에 거래됨",설 명절 선물용 소비가 증가할 것으로 보여 강보합세 전망,2022
2022-01-27,대구,소매,"경북 고령군, 경남 합천군, 거창군 등지에서 주로 반입됨",,,가격 강세에 수요가 주춤하다가 최근 설 명절이 다가오면서 수요량 다시 증가하는 추세로 강보합세 거래,향후 명절이 지나감에 따라 수요 소폭 감소할 것으로 예상되어 약보합세 전망,2022
2022-02-04,대전,중도매,"주로 대전, 충남 논산, 금산, 경남 진주, 사천, 하동, 산청, 전북 익산, 등에서 출하됨",,,연휴 동안 중단되었던 수확 및 출하 작업이 재개되면서 출하량 증가로 가격이 내림세로 거래됨,향후에도 2화방 본격 출하로 물량 증가가 예상되므로 약보합세 전망,2022
2022-02-04,서울,중도매,"경남 산청·진주·사천·고성·하동·함양, 전남 담양·곡성, 전북 남원·김제·익산, 충남 논산·공주 등지에서 반입됨",31500.0,26500.0,주산지가 확대되고 반입 품위가 다양해지면서 내림세에 거래됨,주중 제철을 맞아 산지가 확대되고 반입량도 증가할 것으로 약보합세 전망,2022
2022-02-04,부산,소매,"경남 진주, 양산, 밀양지역에서 주로 반입됨",2300.0,2000.0,"명절 이후 수요가 감소하고, 또한 거리두기 영향으로 시장내 거래한산으로 보합세",명절 이후 수요의 감소로 보합세 전망,2022
2022-02-04,대구,소매,"경북 성주군, 청도군, 경남 밀양시, 거창군, 합천군 등지에서 주로 반입됨",,,현재 설 명절 이후로 시장 내 거래 한산하여 수요량 감소하는 추세로 약보합세 거래,"향후 당분간 수요는 부진한 상태가 지속되고, 출하 물량은 점차 증가 추세를 보일 것으로 예상되어 약보합세 전망",2022
2022-02-07,부산,소매,"경남 산청, 거창, 밀양 등에서 주로 반입됨",2300.0,2000.0,명절 이후 수요 감소에 따른 시장 내 재고물량 증가로 보합세에 거래됨,"향후 공급은 꾸준하나, 수요 증가 요인이 없어 보합세 전망",2022
2022-02-07,대전,중도매,"경남 하동군, 진주시, 충남 금산군, 대전광역시, 전북 익산시 등의 지역에서 주로 출하됨",32600.0,27600.0,명절이 지나며 수요가 감소하며 시세가 안정되어 가격의 내림세를 보임,향후 수요 증가 요인은 없을 것으로 예상되어 가격의 내림세 전망,2022
2022-02-07,대구,중도매,"경북 칠곡, 청도 등의 지역에서 주로 출하됨",32000.0,26000.0,"설명절 이후 전반적으로 시장 내 거래량이 부진하고, 산지 출하량이 증가하면서 수요 대비 공급량이 많아 내림세에 거래됨.",당분간 명절 후의 거래량 침체 현상이 지속될 것으로 예상되어 약보합세 전망.,2022
2022-02-07,광주,중도매,"경남 산청, 고성, 충남 논산, 부여, 전남 담양, 화순, 전북 익산, 남원 지역에서 주로 출하됨",31200.0,26200.0,설명절이후 소비가 부진한 가운데 2화방 출하량이 늘어나면서 수요가 따라 주지 못해 중도매인 재고물량 적체로 내림세에 거래됨.,"향후에도 산지 출하량은 늘어날것으로 보이나, 명절이후 소비 부진으로 약세 전망.",2022
2022-02-08,광주,소매,"전남 담양, 강진, 장성 등지에서 주 출하됨",2000.0,1700.0,"생육부진 및 설 수요증가 등으로 강세를 지속했으나, 공급호전 등 주출하시기로 인한 반입량 증가와 명절 이후 소비둔화 등으로 내림세로 전환됨",각 가정마다 설 명절에 구입한 과일이 남아있어 수요둔화로 약보합세 전망,2022
2022-02-09,서울,중도매,"경남 함양·산청·진주, 전남 담양, 전북 익산·김제·남원, 충남 공주 등지에서 반입됨",25400.0,20400.0,명절 후 과채 거래가 전체적으로 감소한 가운데 보합세로 거래됨,주중 기온이 상승하면서 출하지 확산으로 이어지고 시장 내 물량이 증가할 것으로 약세 전망,2022
2022-02-10,광주,중도매,"전남 담양, 화순, 전북 익산, 김제, 남원, 경남 함양· 산청· 진주, 충남 논산, 홍성 지역에서 주로 출하됨.",26200.0,21200.0,"최근 날씨가 포근하면서 일조량 증가로 산지 출하량은 늘어났으나, 코로나 확산으로 시장내 거래가 한산하면서 내림세에 거래됨.","향후에도 기온상승으로 산지 출하량은 늘어날것으로 예상되나, 소비부진으로 약세 전망.",2022
2022-02-10,대전,중도매,"경남 진주시, 하동군, 대전광역시, 충남 금산군, 등의 지역에서 주로 출하됨",27300.0,22300.0,명절 등 행사가 지나가며 수요 증가 요인이 감소함에 따라 가격이 내림세에 거래됨,향후 수요 감소가 지속될 것으로 예상되어 가격의 약보합세 전망,2022
2022-02-11,대구,소매,"경북 청도군, 경남 거창군, 하동군 등지에서 주로 반입됨",,,"최근 평균 기온이 소폭 상승하면서 생육 원활하여 공급량이 증가하고, 명절 이후 소비 수요는 주춤한 상태가 지속되는 상태로 내림세 거래","향후 산지 공급량은 더욱 증가할 것으로 예상되나, 수요량은 비슷한 수준을 유지할 것으로 예상되어 약보합세 전망",2022
2022-02-14,광주,소매,"전남 담양, 장성, 전북 고창 등지에서 주 출하됨",1700.0,1300.0,"화방 교체기 이후 공급물량 증가와 각 가정마다 설 명절에 구입 및 선물 받은 과일(사과, 배 등)이 남아있어 소비둔화로 내림세에 거래됨",별다른 소비증가 요인이 없을 것으로 예상되어 약보합세 전망,2022
2022-02-15,광주,중도매,"경남 산청, 거창, 고성, 충남 논산, 부여, 전남 담양, 전북 익산, 남원 지역에서 주로 출하됨",21200.0,16200.0,"최근 포근한 날씨로 2화방 출하량은 늘어나고 있으나 , 코로나가 확산되면서 시장내 소비가 한산하면서 내림세에 거래됨.","향후에도 작황호전으로 출하량은 증가할것으로 보이나, 3월 등록금 부담에 따른 소비부진으로 약세 전망.",2022
2022-02-15,부산,중도매,"경남 진주, 양산, 밀양 등에서 주로 반입됨",1600.0,1300.0,시장 내 재고물량 증가로 내림세에 거래됨,"향후 공급은 꾸준하나, 수요 증가 요인이 없어 보합세 혹은 약보합세 전망",2022
2022-02-16,광주,중도매,"경남 산청군, 함양군, 충남 논산시, 부여군, 전북 남원시 전남 담양군, 화순군 지역에서 주로 출하됨",18200.0,13200.0,경기침체로 소비가 부진한 가운데 출하량은 계속적으로 늘어나고 있어 중도매인 재고물량 적체로 내림세에 거래됨.,향후에도 코로나 확산에 따른 소비가 부진할것으로 보여 가격은 약세 전망,2022
2022-02-17,서울,중도매,"경남 산청· 사천·진주·고성·거창·하동, 전북 김제·익산·남원·완주·임실·순창, 전남 담양·곡성, 충남 공주·논산·예산·홍성, 서울 등지에서 반입됨",18000.0,13000.0,명절 후 일반종 소비수요가 감소하면서 내림세로 거래됨,주중 제철을 맞아 반입량은 증가세이나 고급종 소비수요는 증가하는 반면 설향 등 일반종 소비수요는 정체기로 당분간 내린 가격이 유지될 전망,2022
2022-02-17,대전,중도매,"경남 하동군, 진주시, 충남 금산군, 대전광역시, 충북 옥천군 등의 지역에서 주로 출하됨",1500.0,1250.0,"최근 출하가 꾸준한 상태이나, 소비자 수요는 감소하는 추세로 재고물량이 증가하여 약보합세에 거래됨",향후 수요 증가 요인은 없을 것으로 예상되어 가격의 보합세 혹은 약보합세 전망,2022
2022-02-17,대구,중도매,"경북 칠곡, 경남 합천 등의 지역에서 주로 출하됨",19000.0,13000.0,반입량에는 변동이 없으나 지나친 고가격 형성으로 인한 부담으로 소비자 수요가 하락하면서 내림세에 거래됨.,당분간 평년세 가격이 될 때까지 소비자 수요 하락이 지속될 것으로 예상되어 약보합세 전망.,2022
2022-02-21,서울,중도매,"경남 진주·함양·산청·사천·고성·거창, 전남 담양·곡성, 전북 김제·익산·남원, 충남 공주·논산, 광주, 서울 등지에서 반입됨",17000.0,12000.0,주말 작업량이 반입되고 시장 내 물량 증가로 내림세에 거래됨,주중 제철을 맞아 반입량은 증가세로 다양한 딸기 종이 반입되어 소비가 분산될 것으로 약보합세 전망,2022
2022-02-22,대전,소매,"주로 대전, 충남 논산, 금산, 충북 영동, 경남 진주, 산청, 사천, 하동, 전북 익산 등에서 출하됨",,,2화방 출하량 증가로 시장 내 물량이 풍부하여 가격이 내림세로 거래됨,"향후에도 출하는 꾸준할 것으로 예상되며, 소비는 특별한 증가 요인이 없을 것으로 예상되므로 약보합세 전망",2022
2022-02-23,부산,중도매,주로 밀양 지역에서 설향 품종 위주로 출하되고 있음,,16000.0,최근 날씨가 추워지면서 출하량이 증가하고 있음,향후 기온 상승 시 출하량 감소로 가격은 보합세에서 하향 안정화될 것으로 예상,2022
2022-02-23,대전,중도매,"대전광역시, 충남 금산군, 논산시, 경남 산청군, 진주시 등의 지역에서 주로 출하됨",19600.0,14600.0,출하 면적 증가에 따른 출하량이 꾸준한 상태로 가격의 내림세를 보임,향후 수요와 공급간 큰 변동없이 일정 수준을 유지할 것으로 예상됨,2022
2022-02-25,부산,소매,"경남 밀양, 김해 등에서 주로 반입됨",1300.0,1000.0,산지 출하량 증가 및 시장 내 반입량 증가로 약보합세,향후 반입이 꾸준하고  예상되어 약보합세 전망,2022
2022-02-28,대구,소매,"경북 청도군, 의성군, 경남 밀양시, 합천군, 하동군 등지에서 주로 반입됨",,,현재 2화방 출하 증가 등 성 출하기로 공급량 증가하여 약보합세 거래,"향후 출하량 더욱 증가하여 공급량 증가하고, 소비는 큰 변동없이 비슷한 수준을 유지할 것으로 예상되어 약보합세 전망",2022
2022-03-02,대전,소매,"주로 대전, 충남 논산, 금산, 경남 진주, 산청, 사천, 하동, 전북 익산 등에서 반입됨",,,현재 성출하기로 시장 내 반입량이 증가하여 가격이 내림세로 거래됨,"향후에도 좋은 기상 조건으로 꾸준한 출하가 예상되나, 제철 간식으로 높은 선호도가 지속될 것으로 예상되므로 보합세 전망",2022
2022-03-02,대구,중도매,"경북 칠곡, 합천 경남 진주, 양산, 함안지역에서 주로 출하됨",18000.0,13000.0,출하 성수기와 주말 대기물량 반입으로 시장내 반입량이 증가하여 약보합세,향후에도 기상회복과 출하지역 확대에 따른 반입량 증가가 예상되어 약보합세 전망,2022
2022-03-04,광주,소매,"경남 산천군, 거창군, 충남 논산시, 홍성군, 전남 담양군, 전북 익산시 등에서 주로 반입됨",1300.0,1100.0,"성출하기를 맞아 산지 출하량 증가 및 참외, 귤 등 소비분산되어 내림세에 거래됨",향후에도 출하량 증가 및 수요의 큰 변동요인이 없을 것으로 예상되어 약보합세 전망,2022
2022-03-07,대구,소매,"경북 김천시, 성주군, 청도군, 경남 거창군 등지에서 주로 반입됨",,,현재 출하 성수기로 시장 내 반입량 증가하여 약보합세 거래,향후 기상 여건도 양호하여 출하량 더욱 증가하여 공급량 증가할 것으로 예상되어 약보합세 전망,2022
2022-03-08,대구,중도매,"경북 칠곡, 합천 경남 진주, 양산, 함안지역에서 주로 출하됨",18000.0,13000.0,"출하 성수기로 시장내 반입량이 증가하나, 제철로 가정내 소비도 증가하여 보합세",향후에는 출하지역 확대에 따른 산지 생산량 증가로 약보합세 전망,2022
2022-03-08,광주,중도매,"경남 찬청군, 함양군, 충남 논산시, 부여군, 전남 담양군, 화순군, 경남 진주시 지역에서 주로 출하됨.",18200.0,13200.0,"봄철 상춘객에 의한 간식용으로 수요는 다소 늘어날 것으로 보이나, 기온상승에 따른 일조량 증가로 2화방, 3화방 출하물량이 증가하면서 약세에 거래됨.",향후에도 작황호전에 따른 출하지역 확대와 제철과일 소비분산으로 가격은 약세 전망.,2022
2022-03-11,대구,중도매,"경북 고령, 합천, 경남 진주, 함안지역에서 주로 출하됨",17000.0,12000.0,"출하 성수기로 시장내 반입량이 증가하나, 주말로 유통업체 및 급식업체의 주문량 감소로 약보합세",향후에도 제철을 맞아 산지 생산량 증가로 약보합세 전망,2022
2022-03-14,대구,중도매,"경북 고령, 합천, 경남 진주, 함안지역에서 주로 출하됨",18000.0,13000.0,"주말 산지 우천으로 반입량은 소폭 감소하나, 주초를 맞아 유통업체 및 급식업체의 주문량 증가로 강보합세",향후에는 출하 성수기를 맞아 산지 생산량 증가로 약보합세 전망,2022
2022-03-15,대구,소매,"경북 경산시, 김천시, 청도군, 의성군, 고령군, 경남 합천군, 거창군 등지에서 주로 반입됨",,,"최근 기온 상승 및 성 출하기로 시장 내 반입량 증가하고, 소비자 수요는 꾸준히 이어져 약보합세 거래","향후에도 성 출하기로 산지 출하 물량 꾸준하게 증가하고, 수요 또한 비슷한 수준을 유지할 것으로 예상되어 약보합세 전망",2022
2022-03-17,부산,중도매,"경남 밀양, 김해, 창원지역에서 주로 반입되고 있음",16000.0,13000.0,기온 상승에 따른 상품성 하락으로 약보합세,지속적으로 기온 상승 예측에 따른 상품성 하락될 것으로 보여 약보합세 전망,2022
2022-03-21,대구,소매,"경북 경산시, 청도군, 고령군, 경남 하동군, 거창군 등지에서 주로 반입됨",,,"현재 시장 내 반입량은 비슷한 수준을 유지하고 있으나, 재고 물량 증가로 상품성 하락하여 약보합세 거래","향후 공급량 더욱 증가할 것으로 예상되나, 기상 호조에 따라 나들이객의 수요 또한 증가할 것으로 예상되어 보합세 전망",2022
2022-03-22,대전,소매,"주로 대전, 충남 논산, 금산, 경남 진주, 하동, 사천, 산청, 전북 익산 등에서 반입됨",,,지난주 우천으로 인한 일조량 부족과 아침저녁 낮은 기온의 영향으로 생육이 부진하고 출하량이 감소하여 가격이 오름세로 거래됨,향후 맑은 날씨와 따뜻한 기온이 예보되고 있어 출하량이 증가할 것으로 예상되므로 약보합세 전망,2022
2022-03-25,광주,소매,"경남 산청군, 거창군, 전북 익산시, 남원시 등지에서 출하됨.",1300.0,,제철을 맞아 출하 지역 확대로 인해 출하량 및 시장 반입량이 증가하여 가격의 내림세를 보임.,"출하량이 증가하는 가운데, 제철 과일 종류가 다양해져 소비가 분산되어 가격의 약보합세를 전망함.",2022
2022-03-29,부산,중도매,경남 밀양 지역 중심으로 반입되고 있음,16000.0,12000.0,"수요 부진에 따라 전일 대비 4,000원 하락",향후 수요 부진이 지속될 것으로 보여 약보합세 전망,2022
2022-03-31,대전,소매,"주로 대전, 충남 논산, 금산, 충북 옥천, 음성, 경남 진주, 사천, 산청, 하동, 전북 익산 등에서 출하됨",,,"충청, 경남 지역의 출하가 활발하고 시장 내 물량이 풍부하여 가격이 내림세로 거래됨","최근 기상이 좋지 않아 출하량 감소가 예상되나, 참외, 오렌지 등 다른 제철 과일들로 소비도 분산될 것으로 예상되므로 보합세 전망",2022
2022-04-04,서울,중도매,"경남 산청·진주·고성·사천, 전남 담양, 경북 고령, 전북 익산·김제 등지에서 반입됨",18400.0,13400.0,한식을 앞두고 소비수요가 소폭 증가하고 오름세로 거래됨,주중 소비수요는 고품질 선물용에 집중되어 설향 등 중품의 소비가 급증하지 않겠으나 오름세는 유지될 전망,2022
2022-04-05,대구,중도매,"경북 고령, 칠곡, 김천 경남 진주, 합천, 함안지역에서 주로 반입됨",18000.0,14000.0,"성출하기와 출하지역 확대로 시장내 반입량은 다소 증가하나, 참외,토마토 등 제철과일류 출하성수기로 소비가 분산되어 약세",향후에도 산지 기온상승에 따른 생산량 증가로 약보합세 전망,2022
