date,temp_avg,temp_max,temp_min,rainfall_sum,wind_avg,humidity_avg,ground_temp_avg,cloud_avg,temp_range,price,price_ffill,busan,daegu,gwangju,daejeon,busan_ffill,daegu_ffill,gwangju_ffill,daejeon_ffill,price_lag1,price_lag7,price_ma7,price_ma14,temp_ma7,rainfall_cum7,rainfall_cum14,humidity_ma7,month,dow,is_season
2023-11-03,17.260416666666664,25.299999999999997,11.25,0.0,0.6979166666666666,81.1875,18.208333333333332,2.645833333333333,14.049999999999997,,,,,,,,,,,,,,,15.247619047619045,0.0,0.2,79.95833333333334,11,4,1
2023-11-04,18.27708333333333,23.8,14.7,3.2,0.5625,91.70833333333334,19.45208333333333,8.020833333333334,9.100000000000001,,,,,,,,,,,,,,,15.925595238095237,3.1999999999999718,3.2,81.65178571428571,11,5,1
2023-11-05,19.46666666666667,22.35,17.799999999999997,9.15,1.9333333333333331,93.22916666666666,19.658333333333335,8.208333333333334,4.550000000000004,,,,,,,,,,,,,,,16.726488095238093,12.349999999999973,12.350000000000001,83.1875,11,6,1
2023-11-06,17.258333333333333,21.4,12.05,34.25,3.5375,76.125,16.902083333333334,7.375,9.349999999999998,,,,,,,,,,,,,,,17.146428571428572,46.59999999999997,46.6,82.17261904761905,11,0,1
2023-11-07,11.152083333333334,14.8,6.25,0.0,3.0,58.02083333333333,12.227083333333333,2.791666666666667,8.55,,,,,,,,,,,,,,,16.730654761904763,46.59999999999997,46.6,79.94940476190477,11,1,1
2023-11-08,9.316666666666666,18.1,2.0,0.0,0.85,67.64583333333333,11.16875,2.416666666666667,16.1,,,,,,,,,,,,,,,15.811011904761907,46.59999999999997,46.6,77.72619047619047,11,2,1
2023-11-09,13.460416666666667,20.0,6.45,0.1,0.6979166666666667,83.33333333333334,13.943749999999998,6.708333333333333,13.55,,,,,,,,,,,,,,,15.170238095238094,46.699999999999974,46.7,78.75,11,3,1
2023-11-10,10.102083333333333,15.0,3.6,13.55,2.6604166666666664,61.66666666666667,12.2125,6.708333333333334,11.4,,,,,,,,,,,,,,,14.147619047619047,60.24999999999997,60.25,75.96130952380953,11,4,1
2023-11-11,4.9875,11.3,0.2500000000000001,0.0,1.7208333333333332,54.16666666666667,7.879166666666666,4.895833333333333,11.05,,,,,,,,,,,,,,,12.249107142857143,57.04999999999997,60.25,70.59821428571429,11,5,1
2023-11-12,5.427083333333334,8.65,3.6,0.0,3.2270833333333333,56.791666666666664,7.635416666666667,5.645833333333333,5.050000000000001,,,,,,,,,,,,,,,10.24345238095238,47.89999999999997,60.25,65.39285714285714,11,6,1
2023-11-13,5.089583333333334,9.6,1.45,0.0,2.6041666666666665,56.5625,6.91875,0.7916666666666666,8.15,24700.0,24700.0,,,,,,,,,,,24700.0,24700.0,8.505059523809525,13.649999999999972,60.25,62.598214285714285,11,0,1
2023-11-14,7.297916666666666,12.4,3.15,0.0,1.6833333333333331,66.75,8.189583333333333,3.8958333333333335,9.25,24000.0,24000.0,,,,,,,,,24700.0,,24350.0,24350.0,7.954464285714287,13.649999999999972,60.25,63.84523809523809,11,1,1
2023-11-15,7.564583333333333,14.75,2.3000000000000003,0.0,0.6854166666666667,76.54166666666666,8.816666666666666,1.5625,12.45,24000.0,24000.0,,,,,,,,,24000.0,,24233.333333333332,24233.333333333332,7.704166666666667,13.649999999999972,60.25,65.11607142857143,11,2,1
2023-11-16,5.785416666666666,8.05,3.6,10.45,0.8354166666666666,93.54166666666669,7.370833333333333,8.354166666666668,4.450000000000001,30000.0,30000.0,,,,,,,,,24000.0,,25675.0,25675.0,6.607738095238095,23.99999999999997,70.7,66.57440476190477,11,3,1
2023-11-17,5.297916666666667,8.5,0.25,2.6,2.2104166666666667,80.39583333333334,7.4625,6.958333333333334,8.25,32000.0,32000.0,,,,,,,,,30000.0,,26940.0,26940.0,5.921428571428572,13.04999999999997,73.3,69.25,11,4,1
2023-11-18,3.720833333333333,7.35,-0.8999999999999999,3.85,3.5645833333333328,70.91666666666667,5.110416666666667,5.520833333333334,8.25,26889.0,26889.0,,,,,,,,,32000.0,,26931.5,26931.5,5.740476190476191,16.89999999999997,73.95,71.64285714285714,11,5,1
2023-11-19,9.097916666666666,13.75,3.55,0.0,2.5124999999999997,71.125,8.78125,3.375,10.2,,26889.0,,,,,,,,,26889.0,,26931.5,26931.5,6.264880952380952,16.89999999999997,64.80000000000001,73.69047619047619,11,6,1
2023-11-20,8.952083333333333,15.55,3.45,0.0,1.1979166666666667,57.770833333333336,8.552083333333334,0.0,12.100000000000001,29448.0,29448.0,,,,,,,,,,24700.0,27722.833333333332,27291.0,6.8166666666666655,16.89999999999997,30.55,73.86309523809526,11,0,1
2023-11-21,6.81875,16.25,-0.1,0.0,0.5729166666666667,76.52083333333333,7.525,0.0416666666666666,16.35,23625.0,23625.0,,,,,,,,,29448.0,24000.0,27660.333333333332,26832.75,6.748214285714285,16.89999999999997,30.55,75.25892857142857,11,1,1
2023-11-22,8.539583333333335,17.799999999999997,1.1,0.0,0.7020833333333334,82.22916666666667,8.816666666666666,2.270833333333333,16.699999999999996,24891.0,24891.0,,,,,,,,,23625.0,24000.0,27808.833333333332,26617.0,6.8875,16.89999999999997,30.55,76.07142857142857,11,2,1
2023-11-23,12.50625,19.5,6.35,0.0,1.7791666666666668,78.35416666666667,11.772916666666667,4.395833333333333,13.15,23831.0,23831.0,,,,,,,,,24891.0,30000.0,26780.666666666668,26338.4,7.847619047619048,6.449999999999972,30.45,73.90178571428571,11,3,1
2023-11-24,4.3125,7.85,0.4999999999999999,0.0,4.358333333333333,51.83333333333333,5.7124999999999995,3.416666666666667,7.35,22121.0,22121.0,,,,,,,,,23831.0,32000.0,25134.166666666668,25955.0,7.706845238095239,3.8499999999999717,16.9,69.82142857142857,11,4,1
2023-11-25,1.3270833333333334,7.35,-2.35,0.0,1.6083333333333334,42.854166666666664,3.83125,0.2708333333333333,9.7,17543.0,17543.0,,,,,,,,,22121.0,26889.0,23576.5,25254.0,7.364880952380952,0.0,16.9,65.8125,11,5,1
